"거래일자","품목명","반입량(KG)","품목코드","전월반입량(KG)","전월반입량증감률(%)","전년반입량(KG)","전년반입량증감률(%)","평년반입량(KG)","평년반입량증감률(%)"
"20190718","양파","612000","120100","846000","38.2","543000","-11.3","546500","-10.7"
"20190717","양파","699000","120100","1270000","81.7","620000","-11.3","611750","-12.5"
"20190716","양파","789000","120100","null","0.0","584000","-26.0","549750","-30.3"
"20190715","양파","718000","120100","745000","3.8","null","0.0","674250","-6.1"
"20190713","양파","630000","120100","911000","44.6","734000","16.5","661000","4.9"
"20190712","양파","530000","120100","1082000","104.2","1535000","189.6","830000","56.6"
"20190711","양파","464000","120100","971000","109.3","599000","29.1","658200","41.9"
"20190710","양파","683000","120100","1235000","80.8","517000","-24.3","559000","-18.2"
"20190709","양파","692000","120100","null","0.0","583000","-15.8","625250","-9.6"
"20190708","양파","730000","120100","817000","11.9","null","0.0","637750","-12.6"
"20190706","양파","584000","120100","1341000","129.6","712000","21.9","724000","24.0"
"20190705","양파","829000","120100","1237000","49.2","695000","-16.2","633250","-23.6"
"20190704","양파","617000","120100","1268000","105.5","636000","3.1","568400","-7.9"
"20190703","양파","1000000","120100","1587000","58.7","616000","-38.4","605000","-39.5"
"20190702","양파","726000","120100","null","0.0","511000","-29.6","587250","-19.1"
"20190701","양파","957000","120100","851000","-11.1","null","0.0","686750","-28.2"
"20190629","양파","967000","120100","1391000","43.8","703000","-27.3","715750","-26.0"
"20190628","양파","854000","120100","839000","-1.8","766000","-10.3","713750","-16.4"
"20190627","양파","623000","120100","1327000","113.0","585000","-6.1","680800","9.3"
"20190626","양파","935000","120100","null","0.0","699000","-25.2","669750","-28.4"
"20190625","양파","1041000","120100","1105000","6.1","847000","-18.6","710250","-31.8"
"20190624","양파","773000","120100","null","0.0","null","0.0","648750","-16.1"
"20190622","양파","646000","120100","900000","39.3","728000","12.7","851750","31.8"
"20190621","양파","1175000","120100","957000","-18.6","676000","-42.5","684000","-41.8"
"20190620","양파","824000","120100","958000","16.3","820000","-0.5","830600","0.8"
"20190619","양파","761000","120100","null","0.0","972000","27.7","878000","15.4"
"20190618","양파","846000","120100","814000","-3.8","1167000","37.9","797000","-5.8"
"20190617","양파","1270000","120100","1062000","-16.4","null","0.0","792250","-37.6"
"20190615","양파","745000","120100","949000","27.4","1410000","89.3","1014250","36.1"
"20190614","양파","1196000","120100","1230000","2.8","52000","-95.7","575500","-51.9"
"20190613","양파","911000","120100","1332000","46.2","742000","-18.6","893200","-2.0"
"20190612","양파","1082000","120100","null","0.0","829000","-23.4","923500","-14.6"
"20190611","양파","971000","120100","1189000","22.5","990000","2.0","922750","-5.0"
"20190610","양파","1235000","120100","1060000","-14.2","null","0.0","1022000","-17.2"
"20190608","양파","817000","120100","1021000","25.0","830000","1.6","860750","5.4"
"20190607","양파","807000","120100","1174000","45.5","903000","11.9","824250","2.1"
"20190606","양파","1341000","120100","1335000","-0.4","956000","-28.7","771200","-42.5"
"20190605","양파","1237000","120100","null","0.0","968000","-21.7","830000","-32.9"
"20190604","양파","1268000","120100","1111000","-12.4","1143000","-9.9","896500","-29.3"
"20190603","양파","1587000","120100","1114000","-29.8","null","0.0","801250","-49.5"
"20190601","양파","851000","120100","896000","5.3","912000","7.2","911750","7.1"
"20190531","양파","1275000","120100","1165000","-8.6","1397000","9.6","1172750","-8.0"
"20190530","양파","892000","120100","1165000","30.6","1170000","31.2","918000","2.9"
"20190529","양파","1391000","120100","857000","-38.4","1217000","-12.5","1040750","-25.2"
"20190528","양파","839000","120100","null","0.0","1348000","60.7","946750","12.8"
"20190527","양파","1327000","120100","686000","-48.3","null","0.0","1004750","-24.3"
"20190525","양파","1105000","120100","1179000","6.7","1097000","-0.7","895000","-19.0"
"20190523","양파","1074000","120100","769000","-28.4","1038000","-3.4","983800","-8.4"
"20190522","양파","900000","120100","1183000","31.4","995000","10.6","1128250","25.4"
"20190521","양파","957000","120100","null","0.0","1237000","29.3","956000","-0.1"
"20190520","양파","958000","120100","819000","-14.5","null","0.0","1040750","8.6"
"20190518","양파","814000","120100","833000","2.3","838000","2.9","1005500","23.5"
"20190517","양파","1062000","120100","947000","-10.8","1028000","-3.2","1058750","-0.3"
"20190516","양파","1224000","120100","890000","-27.3","1161000","-5.1","1147400","-6.3"
"20190515","양파","949000","120100","1097000","15.6","826000","-13.0","986500","4.0"
"20190514","양파","1230000","120100","null","0.0","1004000","-18.4","1059250","-13.9"
"20190513","양파","1332000","120100","799000","-40.0","null","0.0","1003250","-24.7"
"20190511","양파","1189000","120100","793000","-33.3","1465000","23.2","1029500","-13.4"
"20190510","양파","1060000","120100","718000","-32.3","897000","-15.4","893500","-15.7"
"20190509","양파","1183000","120100","609000","-48.5","677000","-42.8","891400","-24.6"
"20190508","양파","1021000","120100","652000","-36.1","869000","-14.9","935500","-8.4"
"20190507","양파","1174000","120100","null","0.0","956000","-18.6","950500","-19.0"
"20190506","양파","1335000","120100","945000","-29.2","null","0.0","724250","-45.7"
"20190504","양파","1111000","120100","842000","-24.2","901000","-18.9","948000","-14.7"
"20190503","양파","1114000","120100","783000","-29.7","848000","-23.9","902500","-19.0"
"20190502","양파","852000","120100","820000","-3.8","726000","-14.8","989000","16.1"
"20190501","양파","896000","120100","781000","-12.8","897000","0.1","932000","4.0"
"20190430","양파","1165000","120100","707000","-39.3","1274000","9.4","795500","-31.7"
"20190429","양파","857000","120100","692000","-19.3","null","0.0","772500","-9.9"
"20190427","양파","686000","120100","742000","8.2","590000","-14.0","969500","41.3"
"20190426","양파","969000","120100","638000","-34.2","897000","-7.4","994750","2.7"
"20190425","양파","1179000","120100","759000","-35.6","710000","-39.8","1025400","-13.0"
"20190424","양파","732000","120100","null","0.0","651000","-11.1","877500","19.9"
"20190423","양파","769000","120100","601000","-21.8","797000","3.6","868000","12.9"
"20190422","양파","1183000","120100","720000","-39.1","null","0.0","918000","-22.4"
"20190420","양파","819000","120100","726000","-11.4","825000","0.7","997750","21.8"
"20190419","양파","915000","120100","949000","3.7","774000","-15.4","834500","-8.8"
"20190418","양파","833000","120100","979000","17.5","813000","-2.4","931800","11.9"
"20190417","양파","947000","120100","null","0.0","748000","-21.0","898500","-5.1"
"20190416","양파","890000","120100","876000","-1.6","971000","9.1","974500","9.5"
"20190415","양파","1097000","120100","910000","-17.0","null","0.0","948750","-13.5"
"20190413","양파","799000","120100","636000","-20.4","1050000","31.4","972500","21.7"
"20190412","양파","634000","120100","624000","-1.6","1342000","111.7","978000","54.3"
"20190411","양파","793000","120100","833000","5.0","952000","20.1","902000","13.7"
"20190410","양파","718000","120100","null","0.0","859000","19.6","889000","23.8"
"20190409","양파","609000","120100","667000","9.5","913000","49.9","842750","38.4"
"20190408","양파","652000","120100","781000","19.8","null","0.0","782000","19.9"
"20190406","양파","945000","120100","720000","-23.8","814000","-13.9","722750","-23.5"
"20190405","양파","1130000","120100","678000","-40.0","800000","-29.2","820750","-27.4"
"20190404","양파","842000","120100","713000","-15.3","715000","-15.1","692800","-17.7"
"20190403","양파","783000","120100","null","0.0","856000","9.3","720500","-8.0"
"20190402","양파","820000","120100","663000","-19.1","716000","-12.7","659750","-19.5"
"20190401","양파","781000","120100","736000","-5.8","null","0.0","659750","-15.5"
"20190330","양파","707000","120100","988000","39.7","1146000","62.1","808750","14.4"
"20190329","양파","692000","120100","988000","42.8","876000","26.6","682250","-1.4"
"20190328","양파","633000","120100","988000","56.1","807000","27.5","693200","9.5"
"20190327","양파","742000","120100","1262000","70.1","1069000","44.1","769250","3.7"
"20190326","양파","638000","120100","916000","43.6","845000","32.4","736500","15.4"
"20190325","양파","759000","120100","837000","10.3","null","0.0","637250","-16.0"
"20190323","양파","601000","120100","530000","-11.8","750000","24.8","668500","11.2"
"20190322","양파","720000","120100","745000","3.5","710000","-1.4","644750","-10.5"
"20190321","양파","856000","120100","728000","-15.0","729000","-14.8","674200","-21.2"
"20190320","양파","726000","120100","552000","-24.0","679000","-6.5","673750","-7.2"
"20190319","양파","949000","120100","792000","-16.5","680000","-28.3","658750","-30.6"
"20190318","양파","979000","120100","738000","-24.6","null","0.0","695000","-29.0"
"20190316","양파","876000","120100","657000","-25.0","642000","-26.7","680500","-22.3"
"20190315","양파","910000","120100","800000","-12.1","701000","-23.0","748750","-17.7"
"20190314","양파","631000","120100","855000","35.5","734000","16.3","644600","2.2"
"20190313","양파","636000","120100","864000","35.8","705000","10.8","633000","-0.5"
"20190312","양파","624000","120100","706000","13.1","739000","18.4","670000","7.4"
"20190311","양파","833000","120100","684000","-17.9","null","0.0","695000","-16.6"
"20190309","양파","667000","120100","540000","-19.0","729000","9.3","736000","10.3"
"20190308","양파","781000","120100","922000","18.1","865000","10.8","727000","-6.9"
"20190307","양파","678000","120100","null","0.0","804000","18.6","662000","-2.4"
"20190306","양파","720000","120100","null","0.0","654000","-9.2","705750","-2.0"
"20190305","양파","678000","120100","null","0.0","681000","0.4","637250","-6.0"
"20190304","양파","713000","120100","7000","-99.0","null","0.0","643250","-9.8"
"20190302","양파","663000","120100","906000","36.7","602000","-9.2","626750","-5.5"
"20190301","양파","736000","120100","808000","9.8","572000","-22.3","646750","-12.1"
"20190228","양파","988000","120100","1077000","9.0","714000","-27.7","728750","-26.2"
"20190227","양파","1262000","120100","null","0.0","617000","-51.1","646800","-48.7"
"20190226","양파","916000","120100","761000","-16.9","531000","-42.0","596500","-34.9"
"20190225","양파","837000","120100","1137000","35.8","null","0.0","719000","-14.1"
"20190223","양파","530000","120100","828000","56.2","712000","34.3","656250","23.8"
"20190222","양파","745000","120100","717000","-3.8","769000","3.2","635500","-14.7"
"20190221","양파","728000","120100","848000","16.5","676000","-7.1","674333","-7.4"
"20190220","양파","552000","120100","null","0.0","559000","1.3","574250","4.0"
"20190219","양파","792000","120100","552000","-30.3","732000","-7.6","616667","-22.1"
"20190218","양파","738000","120100","732000","-0.8","null","0.0","785333","6.4"
"20190216","양파","657000","120100","776000","18.1","null","0.0","878667","33.7"
"20190215","양파","800000","120100","746000","-6.8","null","0.0","597667","-25.3"
"20190214","양파","855000","120100","829000","-3.0","875000","2.3","796000","-6.9"
"20190213","양파","864000","120100","null","0.0","1135000","31.4","731400","-15.3"
"20190212","양파","706000","120100","592000","-16.1","923000","30.7","724250","2.6"
"20190211","양파","684000","120100","881000","28.8","null","0.0","717250","4.9"
"20190209","양파","540000","120100","930000","72.2","879000","62.8","716000","32.6"
"20190208","양파","922000","120100","754000","-18.2","996000","8.0","812667","-11.9"
"20190204","양파","7000","120100","865000","12257.1","null","0.0","702750","9939.3"
"20190202","양파","906000","120100","null","0.0","793000","-12.5","762500","-15.8"
"20190201","양파","808000","120100","null","0.0","917000","13.5","934000","15.6"
"20190131","양파","972000","120100","491000","-49.5","761000","-21.7","745000","-23.4"
"20190130","양파","764000","120100","null","0.0","883000","15.6","575000","-24.7"
"20190129","양파","1079000","120100","508000","-52.9","709000","-34.3","717250","-33.5"
"20190128","양파","1077000","120100","774000","-28.1","null","0.0","778000","-27.8"
"20190126","양파","761000","120100","726000","-4.6","240000","-68.5","603750","-20.7"
"20190125","양파","1137000","120100","670000","-41.1","429000","-62.3","558000","-50.9"
"20190124","양파","1014000","120100","805000","-20.6","453000","-55.3","637750","-37.1"
"20190123","양파","828000","120100","null","0.0","637000","-23.1","667600","-19.4"
"20190122","양파","717000","120100","599000","-16.5","606000","-15.5","616500","-14.0"
"20190121","양파","848000","120100","873000","2.9","null","0.0","614750","-27.5"
"20190119","양파","552000","120100","886000","60.5","698000","26.4","773000","40.0"
"20190118","양파","732000","120100","865000","18.2","707000","-3.4","632000","-13.7"
"20190117","양파","710000","120100","739000","4.1","756000","6.5","670750","-5.5"
"20190116","양파","776000","120100","null","0.0","702000","-9.5","592600","-23.6"
"20190115","양파","746000","120100","490000","-34.3","736000","-1.3","677750","-9.1"
"20190114","양파","829000","120100","738000","-11.0","null","0.0","542500","-34.6"
"20190112","양파","592000","120100","690000","16.6","464000","-21.6","683750","15.5"
"20190111","양파","881000","120100","883000","0.2","492000","-44.2","603500","-31.5"
"20190110","양파","821000","120100","812000","-1.1","761000","-7.3","772750","-5.9"
"20190109","양파","930000","120100","null","0.0","765000","-17.7","698000","-24.9"
"20190108","양파","754000","120100","718000","-4.8","743000","-1.5","689000","-8.6"
"20190107","양파","1028000","120100","906000","-11.9","null","0.0","706250","-31.3"
"20190105","양파","712000","120100","696000","-2.2","669000","-6.0","679750","-4.5"
"20190104","양파","865000","120100","677000","-21.7","623000","-28.0","632500","-26.9"
"20190103","양파","915000","120100","727000","-20.5","843000","-7.9","863750","-5.6"
"20181231","양파","491000","120100","730000","48.7","null","0.0","668750","36.2"
"20181229","양파","508000","120100","885000","74.2","654000","28.7","746000","46.9"
"20181228","양파","774000","120100","712000","-8.0","714000","-7.8","639000","-17.4"
"20181227","양파","730000","120100","853000","16.8","719000","-1.5","664500","-9.0"
"20181226","양파","726000","120100","751000","3.4","565000","-22.2","590400","-18.7"
"20181225","양파","670000","120100","null","0.0","674000","0.6","661250","-1.3"
"20181224","양파","805000","120100","738000","-8.3","null","0.0","605750","-24.8"
"20181222","양파","599000","120100","837000","39.7","838000","39.9","700750","17.0"
"20181221","양파","873000","120100","799000","-8.5","1037000","18.8","725750","-16.9"
"20181220","양파","884000","120100","733000","-17.1","833000","-5.8","660750","-25.3"
"20181219","양파","886000","120100","719000","-18.8","717000","-19.1","575600","-35.0"
"20181218","양파","865000","120100","null","0.0","615000","-28.9","585500","-32.3"
"20181217","양파","739000","120100","787000","6.5","null","0.0","634000","-14.2"
"20181215","양파","490000","120100","937000","91.2","686000","40.0","724500","47.9"
"20181214","양파","738000","120100","717000","-2.8","557000","-24.5","542500","-26.5"
"20181213","양파","801000","120100","904000","12.9","568000","-29.1","678000","-15.4"
"20181212","양파","690000","120100","887000","28.6","552000","-20.0","629800","-8.7"
"20181211","양파","883000","120100","null","0.0","742000","-16.0","652500","-26.1"
"20181210","양파","812000","120100","867000","6.8","null","0.0","588000","-27.6"
"20181208","양파","718000","120100","894000","24.5","768000","7.0","716250","-0.2"
"20181207","양파","906000","120100","963000","6.3","530000","-41.5","555250","-38.7"
"20181206","양파","906000","120100","921000","1.7","601000","-33.7","674250","-25.6"
"20181205","양파","696000","120100","653000","-6.2","757000","8.8","617200","-11.3"
"20181204","양파","677000","120100","null","0.0","722000","6.6","582750","-13.9"
"20181203","양파","727000","120100","756000","4.0","null","0.0","594250","-18.3"
"20181201","양파","543000","120100","688000","26.7","669000","23.2","637500","17.4"
"20181130","양파","730000","120100","672000","-7.9","642000","-12.1","675250","-7.5"
"20181129","양파","885000","120100","938000","6.0","565000","-36.2","592000","-33.1"
"20181128","양파","712000","120100","null","0.0","694000","-2.5","573200","-19.5"
"20181127","양파","853000","120100","633000","-25.8","553000","-35.2","591000","-30.7"
"20181126","양파","751000","120100","813000","8.3","null","0.0","639000","-14.9"
"20181124","양파","738000","120100","849000","15.0","624000","-15.4","731500","-0.9"
"20181123","양파","800000","120100","865000","8.1","701000","-12.4","612250","-23.5"
"20181122","양파","837000","120100","924000","10.4","714000","-14.7","552750","-34.0"
"20181121","양파","799000","120100","null","0.0","741000","-7.3","621400","-22.2"
"20181120","양파","733000","120100","800000","9.1","592000","-19.2","666750","-9.0"
"20181119","양파","719000","120100","960000","33.5","null","0.0","676000","-6.0"
"20181117","양파","787000","120100","889000","13.0","696000","-11.6","734750","-6.6"
"20181116","양파","846000","120100","786000","-7.1","579000","-31.6","567250","-32.9"
"20181115","양파","937000","120100","734000","-21.7","703000","-25.0","659750","-29.6"
"20181114","양파","717000","120100","null","0.0","732000","2.1","661800","-7.7"
"20181113","양파","904000","120100","792000","-12.4","790000","-12.6","726750","-19.6"
"20181112","양파","887000","120100","839000","-5.4","null","0.0","710000","-20.0"
"20181110","양파","867000","120100","731000","-15.7","866000","-0.1","781500","-9.9"
"20181109","양파","810000","120100","764000","-5.7","709000","-12.5","643250","-20.6"
"20181108","양파","894000","120100","752000","-15.9","740000","-17.2","650750","-27.2"
"20181107","양파","963000","120100","null","0.0","643000","-33.2","659200","-31.5"
"20181106","양파","921000","120100","640000","-30.5","766000","-16.8","716750","-22.2"
"20181105","양파","653000","120100","779000","19.3","null","0.0","615500","-5.7"
"20181103","양파","756000","120100","899000","18.9","598000","-20.9","626750","-17.1"
"20181102","양파","756000","120100","727000","-3.8","664000","-12.2","646750","-14.5"
"20181101","양파","688000","120100","956000","39.0","778000","13.1","672500","-2.3"
"20181031","양파","713000","120100","null","0.0","500000","-29.9","573750","-19.5"
"20181030","양파","672000","120100","null","0.0","644000","-4.2","660250","-1.7"
"20181029","양파","938000","120100","1088000","16.0","null","0.0","567250","-39.5"
"20181027","양파","633000","120100","943000","49.0","674000","6.5","691250","9.2"
"20181026","양파","813000","120100","null","0.0","656000","-19.3","618000","-24.0"
"20181025","양파","656000","120100","null","0.0","783000","19.4","631750","-3.7"
"20181024","양파","849000","120100","null","0.0","691000","-18.6","625600","-26.3"
"20181023","양파","865000","120100","null","0.0","680000","-21.4","586750","-32.2"
"20181022","양파","924000","120100","531000","-42.5","null","0.0","600250","-35.0"
"20181020","양파","800000","120100","873000","9.1","835000","4.4","662500","-17.2"
"20181019","양파","960000","120100","1154000","20.2","872000","-9.2","614250","-36.0"
"20181018","양파","896000","120100","868000","-3.1","767000","-14.4","664000","-25.9"
"20181017","양파","889000","120100","915000","2.9","744000","-16.3","690800","-22.3"
"20181016","양파","786000","120100","null","0.0","798000","1.5","712000","-9.4"
"20181015","양파","734000","120100","830000","13.1","null","0.0","616000","-16.1"
"20181013","양파","792000","120100","938000","18.4","815000","2.9","721500","-8.9"
"20181012","양파","839000","120100","892000","6.3","834000","-0.6","671250","-20.0"
"20181011","양파","811000","120100","897000","10.6","912000","12.5","738750","-8.9"
"20181010","양파","731000","120100","908000","24.2","573000","-21.6","603600","-17.4"
"20181009","양파","764000","120100","null","0.0","627000","-17.9","629750","-17.6"
"20181008","양파","752000","120100","747000","-0.7","null","0.0","784000","4.3"
"20181006","양파","640000","120100","815000","27.3","null","0.0","674333","5.4"
"20181005","양파","779000","120100","759000","-2.6","null","0.0","543000","-30.3"
"20181004","양파","755000","120100","694000","-8.1","null","0.0","568667","-24.7"
"20181003","양파","899000","120100","790000","-12.1","null","0.0","575000","-36.0"
"20181002","양파","727000","120100","null","0.0","596000","-18.0","630750","-13.2"
"20181001","양파","956000","120100","621000","-35.0","null","0.0","533500","-44.2"
"20180929","양파","1088000","120100","610000","-43.9","876000","-19.5","723667","-33.5"
"20180928","양파","870000","120100","727000","-16.4","837000","-3.8","674667","-22.5"
"20180927","양파","943000","120100","879000","-6.8","730000","-22.6","643250","-31.8"
"20180922","양파","531000","120100","858000","61.6","815000","53.5","825750","55.5"
"20180921","양파","693000","120100","638000","-7.9","880000","27.0","774333","11.7"
"20180920","양파","873000","120100","682000","-21.9","747000","-14.4","655333","-24.9"
"20180919","양파","1154000","120100","null","0.0","510000","-55.8","669500","-42.0"
"20180918","양파","868000","120100","663000","-23.6","850000","-2.1","837667","-3.5"
"20180917","양파","915000","120100","725000","-20.8","null","0.0","682000","-25.5"
"20180915","양파","830000","120100","1046000","26.0","837000","0.8","795667","-4.1"
"20180914","양파","707000","120100","1197000","69.3","766000","8.3","655333","-7.3"
"20180913","양파","938000","120100","927000","-1.2","915000","-2.5","689000","-26.5"
"20180912","양파","892000","120100","null","0.0","765000","-14.2","727600","-18.4"
"20180911","양파","897000","120100","661000","-26.3","737000","-17.8","699250","-22.0"
"20180910","양파","908000","120100","970000","6.8","null","0.0","701000","-22.8"
"20180908","양파","747000","120100","807000","8.0","798000","6.8","751333","0.6"
"20180907","양파","933000","120100","601000","-35.6","681000","-27.0","695250","-25.5"
"20180906","양파","815000","120100","612000","-24.9","750000","-8.0","605000","-25.8"
"20180905","양파","759000","120100","null","0.0","742000","-2.2","800400","5.5"
"20180904","양파","694000","120100","null","0.0","749000","7.9","733250","5.7"
"20180903","양파","790000","120100","623000","-21.1","null","0.0","675250","-14.5"
"20180901","양파","621000","120100","532000","-14.3","797000","28.3","790250","27.3"
"20180831","양파","814000","120100","756000","-7.1","772000","-5.2","688750","-15.4"
"20180830","양파","699000","120100","940000","34.5","628000","-10.2","648250","-7.3"
"20180829","양파","610000","120100","null","0.0","700000","14.8","693200","13.6"
"20180828","양파","727000","120100","720000","-1.0","712000","-2.1","711000","-2.2"
"20180827","양파","879000","120100","574000","-34.7","null","0.0","751000","-14.6"
"20180825","양파","593000","120100","603000","1.7","831000","40.1","726750","22.6"
"20180824","양파","466000","120100","450000","-3.4","773000","65.9","662750","42.2"
"20180823","양파","768000","120100","711000","-7.4","863000","12.4","691000","-10.0"
"20180822","양파","858000","120100","null","0.0","757000","-11.8","663200","-22.7"
"20180821","양파","638000","120100","448000","-29.8","682000","6.9","704000","10.3"
"20180820","양파","682000","120100","689000","1.0","null","0.0","689250","1.1"
"20180818","양파","663000","120100","543000","-18.1","967000","45.9","744250","12.3"
"20180817","양파","725000","120100","620000","-14.5","789000","8.8","582500","-19.7"
"20180816","양파","756000","120100","584000","-22.8","580000","-23.3","540750","-28.5"
"20180815","양파","1046000","120100","null","0.0","704000","-32.7","541400","-48.2"
"20180814","양파","1197000","120100","555000","-53.6","604000","-49.5","633500","-47.1"
"20180813","양파","927000","120100","734000","-20.8","null","0.0","663000","-28.5"
"20180811","양파","661000","120100","599000","-9.4","845000","27.8","784500","18.7"
"20180810","양파","970000","120100","517000","-46.7","770000","-20.6","679000","-30.0"
"20180809","양파","625000","120100","583000","-6.7","780000","24.8","703000","12.5"
"20180808","양파","807000","120100","null","0.0","695000","-13.9","621200","-23.0"
"20180807","양파","601000","120100","446000","-25.8","927000","54.2","752750","25.2"
"20180806","양파","612000","120100","712000","16.3","null","0.0","688667","12.5"
"20180803","양파","623000","120100","616000","-1.1","623000","0.0","629667","1.1"
"20180802","양파","577000","120100","511000","-11.4","731000","26.7","634000","9.9"
"20180801","양파","532000","120100","null","0.0","447000","-16.0","597250","12.3"
"20180731","양파","756000","120100","1064000","40.7","714000","-5.6","704250","-6.8"
"20180730","양파","940000","120100","1064000","13.2","null","0.0","599500","-36.2"
"20180728","양파","720000","120100","766000","6.4","685000","-4.9","634250","-11.9"
"20180727","양파","574000","120100","585000","1.9","619000","7.8","573000","-0.2"
"20180726","양파","595000","120100","699000","17.5","564000","-5.2","521750","-12.3"
"20180725","양파","603000","120100","847000","40.5","627000","4.0","542000","-10.1"
"20180724","양파","450000","120100","null","0.0","568000","26.2","564750","25.5"
"20180723","양파","711000","120100","684000","-3.8","null","0.0","591000","-16.9"
"20180721","양파","448000","120100","676000","50.9","761000","69.9","685750","53.1"
"20180720","양파","689000","120100","820000","19.0","701000","1.7","638000","-7.4"
"20180719","양파","683000","120100","972000","42.3","650000","-4.8","575250","-15.8"
"20180718","양파","543000","120100","1167000","114.9","615000","13.3","569500","4.9"
"20180717","양파","620000","120100","null","0.0","660000","6.5","628250","1.3"
"20180716","양파","584000","120100","681000","16.6","null","0.0","501250","-14.2"
"20180714","양파","555000","120100","52000","-90.6","631000","13.7","614750","10.8"
"20180713","양파","734000","120100","742000","1.1","526000","-28.3","581250","-20.8"
"20180712","양파","1535000","120100","829000","-46.0","728000","-52.6","584750","-61.9"
"20180711","양파","599000","120100","990000","65.3","624000","4.2","656400","9.6"
"20180710","양파","517000","120100","null","0.0","572000","10.6","597000","15.5"
"20180709","양파","583000","120100","822000","41.0","null","0.0","610500","4.7"
"20180707","양파","446000","120100","903000","102.5","482000","8.1","654500","46.7"
"20180706","양파","712000","120100","956000","34.3","735000","3.2","648250","-9.0"
"20180705","양파","695000","120100","968000","39.3","722000","3.9","607000","-12.7"
"20180704","양파","636000","120100","1143000","79.7","506000","-20.4","535400","-15.8"
"20180703","양파","616000","120100","null","0.0","603000","-2.1","591000","-4.1"
"20180702","양파","511000","120100","824000","61.3","null","0.0","578750","13.3"
"20180630","양파","1064000","120100","1170000","10.0","893000","-16.1","684000","-35.7"
"20180629","양파","703000","120100","1217000","73.1","639000","-9.1","676750","-3.7"
"20180628","양파","766000","120100","1348000","76.0","499000","-34.9","709000","-7.4"
"20180627","양파","585000","120100","null","0.0","657000","12.3","694200","18.7"
"20180626","양파","699000","120100","1112000","59.1","661000","-5.4","677500","-3.1"
"20180625","양파","847000","120100","1097000","29.5","null","0.0","598500","-29.3"
"20180623","양파","684000","120100","1038000","51.8","827000","20.9","733000","7.2"
"20180622","양파","728000","120100","995000","36.7","860000","18.1","815750","12.1"
"20180621","양파","676000","120100","1237000","83.0","949000","40.4","758250","12.2"
"20180620","양파","820000","120100","null","0.0","680000","-17.1","832000","1.5"
"20180619","양파","972000","120100","761000","-21.7","912000","-6.2","809750","-16.7"
"20180618","양파","1167000","120100","838000","-28.2","null","0.0","704750","-39.6"
"20180616","양파","681000","120100","1161000","70.5","751000","10.3","807500","18.6"
"20180615","양파","1410000","120100","826000","-41.4","876000","-37.9","826750","-41.4"
"20180614","양파","52000","120100","1004000","1830.8","863000","1559.6","696500","1239.4"
"20180613","양파","742000","120100","null","0.0","1024000","38.0","825400","11.2"
"20180612","양파","829000","120100","861000","3.9","1273000","53.6","881750","6.4"
"20180611","양파","990000","120100","1465000","48.0","null","0.0","886750","-10.4"
"20180609","양파","822000","120100","677000","-17.6","903000","9.9","932250","13.4"
"20180608","양파","830000","120100","869000","4.7","582000","-29.9","863750","4.1"
"20180607","양파","903000","120100","956000","5.9","784000","-13.2","770000","-14.7"
"20180606","양파","956000","120100","null","0.0","817000","-14.5","709000","-25.8"
"20180605","양파","968000","120100","1181000","22.0","851000","-12.1","826000","-14.7"
"20180604","양파","1143000","120100","901000","-21.2","null","0.0","856750","-25.0"
"20180602","양파","824000","120100","726000","-11.9","881000","6.9","978000","18.7"
"20180601","양파","912000","120100","897000","-1.6","938000","2.9","913000","0.1"
"20180531","양파","1397000","120100","1274000","-8.8","1182000","-15.4","1045000","-25.2"
"20180530","양파","1170000","120100","1274000","8.9","887000","-24.2","775000","-33.8"
"20180529","양파","1217000","120100","null","0.0","1144000","-6.0","933750","-23.3"
"20180528","양파","1348000","120100","775000","-42.5","null","0.0","770000","-42.9"
"20180526","양파","1112000","120100","897000","-19.3","785000","-29.4","828250","-25.5"
"20180525","양파","1097000","120100","710000","-35.3","841000","-23.3","886250","-19.2"
"20180524","양파","792000","120100","651000","-17.8","966000","22.0","1016000","28.3"
"20180523","양파","1038000","120100","797000","-23.2","860000","-17.1","970250","-6.5"
"20180522","양파","995000","120100","null","0.0","1142000","14.8","1106000","11.2"
"20180521","양파","1237000","120100","740000","-40.2","null","0.0","839000","-32.2"
"20180519","양파","761000","120100","774000","1.7","1011000","32.9","1021750","34.3"
"20180518","양파","838000","120100","813000","-3.0","963000","14.9","980250","17.0"
"20180517","양파","1028000","120100","748000","-27.2","1018000","-1.0","964750","-6.2"
"20180516","양파","1161000","120100","971000","-16.4","971000","-16.4","1062600","-8.5"
"20180515","양파","826000","120100","null","0.0","1418000","71.7","983250","19.0"
"20180514","양파","1004000","120100","1319000","31.4","null","0.0","1012000","0.8"
"20180512","양파","861000","120100","1342000","55.9","1027000","19.3","945250","9.8"
"20180511","양파","1465000","120100","952000","-35.0","994000","-32.2","767250","-47.6"
"20180510","양파","897000","120100","859000","-4.2","633000","-29.4","804500","-10.3"
"20180509","양파","677000","120100","913000","34.9","858000","26.7","887800","31.1"
"20180508","양파","869000","120100","null","0.0","633000","-27.2","899500","3.5"
"20180507","양파","956000","120100","904000","-5.4","null","0.0","902500","-5.6"
"20180505","양파","1181000","120100","800000","-32.3","630000","-46.7","842000","-28.7"
"20180504","양파","901000","120100","715000","-20.6","858000","-4.8","889000","-1.3"
"20180503","양파","848000","120100","856000","0.9","843000","-0.6","891750","5.2"
