"일자","원/달러","달러_등락률(%)","원/위안","위안_등락률(%)","원/엔","엔_등락률(%)","달러/유로","유로_등락률(%)"
"2019-09-18","1188.30","0.36","167.92","0.21","1099.16","0.37","1.10710","0.60"
"2019-09-17","1184.00","-0.62","167.56","0.00","1095.13","-0.91","1.10050","-0.69"
"2019-09-16","1191.40","-0.04","167.56","-0.01","1105.14","-0.31","1.10810","0.30"
"2019-09-11","1191.90","-0.04","167.58","0.08","1108.59","-0.31","1.10480","-0.02"
"2019-09-10","1192.40","-0.38","167.44","-0.03","1112.00","-0.67","1.10500","0.24"
"2019-09-09","1196.90","-0.23","167.49","-0.31","1119.49","-0.13","1.10240","-0.11"
"2019-09-06","1199.60","-0.83","168.01","-0.42","1120.96","-1.45","1.10360","0.00"
"2019-09-05","1209.70","-0.45","168.72","-0.24","1137.47","-0.81","1.10360","0.59"
"2019-09-04","1215.20","0.27","169.12","0.07","1146.74","0.49","1.09710","0.05"
"2019-09-03","1211.90","0.19","169.00","0.01","1141.20","0.14","1.09660","-0.24"
"2019-09-02","1209.60","-0.46","168.99","-0.29","1139.57","-0.10","1.09920","-0.61"
"2019-08-30","1215.20","0.14","169.48","0.07","1140.66","-0.32","1.10590","-0.23"
"2019-08-29","1213.50","0.03","169.36","0.09","1144.33","-0.22","1.10850","-0.06"
"2019-08-28","1213.10","-0.42","169.20","-0.46","1146.87","-0.11","1.10920","-0.07"
"2019-08-27","1218.20","0.49","169.98","-0.52","1148.11","-0.60","1.11000","-0.42"
"2019-08-26","1212.20","0.59","170.86","0.37","1155.08","2.05","1.11470","0.59"
"2019-08-23","1205.10","0.09","170.23","-0.01","1131.92","0.22","1.10820","-0.08"
"2019-08-22","1204.00","-0.51","170.24","-0.52","1129.40","-0.83","1.10910","-0.07"
"2019-08-21","1210.20","-0.04","171.13","-0.34","1138.90","0.28","1.10990","0.14"
"2019-08-20","1210.70","-0.21","171.72","-0.24","1135.69","-0.35","1.10830","-0.10"
"2019-08-19","1213.30","0.13","172.14","-0.10","1139.68","-0.16","1.10940","-0.15"
"2019-08-16","1211.70","-0.59","172.31","0.35","1141.55","-0.11","1.11110","-0.56"
"2019-08-14","1218.90","0.27","171.71","0.20","1142.84","-1.05","1.11740","-0.37"
"2019-08-13","1215.60","0.49","171.37","0.25","1154.91","0.77","1.12160","0.12"
"2019-08-12","1209.70","-0.13","170.94","-0.20","1146.04","0.11","1.12030","0.14"
"2019-08-09","1211.30","-0.26","171.28","-0.18","1144.73","0.11","1.11870","-0.14"
"2019-08-08","1214.50","0.02","171.59","0.10","1143.44","0.16","1.12030","0.01"
"2019-08-07","1214.30","0.21","171.42","-0.06","1141.63","-0.45","1.12020","-0.27"
"2019-08-06","1211.80","1.42","171.52","-0.13","1146.83","2.27","1.12320","1.11"
"2019-08-05","1194.80","0.53","171.75","-0.10","1121.40","1.39","1.11090","0.26"
"2019-08-02","1188.50","0.56","171.93","0.26","1106.04","1.80","1.10800","0.03"
"2019-08-01","1181.90","-0.01","171.49","-0.05","1086.45","-0.18","1.10770","-0.73"
"2019-07-31","1182.00","-0.12","171.57","-0.13","1088.45","0.11","1.11580","0.12"
"2019-07-30","1183.40","-0.07","171.79","-0.22","1087.23","-0.26","1.11450","0.11"
"2019-07-29","1184.20","0.37","172.17","0.36","1090.07","0.40","1.11330","-0.12"
"2019-07-26","1179.80","0.14","171.56","0.26","1085.72","-0.31","1.11460","0.04"
"2019-07-25","1178.20","-0.02","171.11","-0.05","1089.06","0.00","1.11410","-0.09"
"2019-07-24","1178.40","0.07","171.19","0.06","1089.04","-0.21","1.11510","-0.52"
"2019-07-23","1177.60","0.36","171.08","0.26","1091.33","0.25","1.12090","-0.08"
"2019-07-22","1173.40","-0.52","170.64","-0.37","1088.65","-0.83","1.12180","-0.34"
"2019-07-19","1179.50","-0.08","171.27","-0.09","1097.77","0.41","1.12560","0.25"
"2019-07-18","1180.40","0.16","171.43","0.02","1093.32","0.43","1.12280","0.15"
"2019-07-17","1178.50","-0.06","171.39","-0.01","1088.63","-0.44","1.12110","-0.45"
"2019-07-16","1179.20","0.16","171.40","0.13","1093.42","0.21","1.12620","-0.08"
"2019-07-15","1177.30","0.30","171.17","0.29","1091.15","0.85","1.12710","0.12"
"2019-07-12","1173.80","-0.64","170.67","-0.48","1081.99","-0.77","1.12570","-0.01"
"2019-07-11","1181.40","0.13","171.50","0.11","1090.41","0.64","1.12580","0.46"
"2019-07-10","1179.90","0.12","171.32","0.16","1083.52","-0.01","1.12060","-0.09"
"2019-07-09","1178.50","0.69","171.04","0.55","1083.63","0.47","1.12160","-0.12"
"2019-07-08","1170.40","0.10","170.10","-0.04","1078.56","-0.56","1.12290","-0.51"
"2019-07-05","1169.20","-0.10","170.17","0.11","1084.60","-0.12","1.12870","-0.01"
"2019-07-04","1170.40","0.48","169.99","0.08","1085.87","0.55","1.12880","-0.02"
"2019-07-03","1164.80","0.81","169.86","0.48","1079.97","1.23","1.12900","0.02"
"2019-07-02","1155.40","-0.09","169.05","0.44","1066.80","0.01","1.12880","-0.71"
"2019-07-01","1156.40","-0.03","168.31","0.14","1066.74","-0.62","1.13690","0.00"
"2019-06-28","1156.80","-0.12","168.08","-0.08","1073.35","-0.15","1.13690","-0.04"
"2019-06-27","1158.20","0.30","168.21","0.21","1075.00","-0.22","1.13740","0.04"
"2019-06-26","1154.70","-0.28","167.85","-0.30","1077.35","-0.15","1.13690","-0.27"
"2019-06-25","1157.90","-0.35","168.36","-0.65","1078.97","-0.30","1.14000","0.25"
"2019-06-24","1162.00","-0.49","169.47","-0.09","1082.19","-0.52","1.13720","0.71"
"2019-06-21","1167.70","-0.79","169.62","-0.46","1087.90","-0.12","1.12920","0.48"
"2019-06-20","1177.00","-0.68","170.40","-0.28","1089.16","-0.27","1.12380","0.38"
"2019-06-19","1185.00","-0.11","170.88","-0.16","1092.12","-0.06","1.11960","-0.23"
"2019-06-18","1186.30","0.19","171.15","0.24","1092.81","0.19","1.12220","0.05"
"2019-06-17","1184.00","-0.06","170.74","-0.20","1090.79","-0.24","1.12160","-0.56"
"2019-06-14","1184.70","0.25","171.09","0.28","1093.45","0.37","1.12790","-0.12"
"2019-06-13","1181.70","0.00","170.61","0.08","1089.38","0.07","1.12930","-0.31"
"2019-06-12","1181.70","-0.19","170.47","0.15","1088.67","-0.31","1.13280","0.11"
"2019-06-11","1184.00","0.38","170.22","0.08","1092.10","0.42","1.13150","-0.03"
"2019-06-10","1179.50","-0.03","170.09","-0.15","1087.55","-0.03","1.13180","0.35"
"2019-06-07","1179.80","-0.14","170.35","-0.25","1087.87","-0.36","1.12790","0.21"
"2019-06-05","1181.50","-0.13","170.77","0.10","1091.81","-0.35","1.12550","0.07"
"2019-06-04","1183.00","-0.69","170.60","-0.67","1095.62","-0.43","1.12470","0.66"
"2019-06-03","1191.20","0.10","171.75","-0.01","1100.36","1.34","1.11730","0.36"
"2019-05-31","1190.00","-0.26","171.77","-0.30","1085.82","-0.25","1.11330","-0.04"
"2019-05-30","1193.10","0.46","172.29","0.31","1088.59","0.25","1.11370","-0.25"
"2019-05-29","1187.60","0.30","171.76","0.23","1085.90","0.46","1.11650","-0.25"
"2019-05-28","1184.10","-0.46","171.37","-0.22","1080.97","-0.61","1.11930","-0.15"
"2019-05-27","1189.60","-0.13","171.74","0.02","1087.63","0.02","1.12100","0.24"
"2019-05-24","1191.20","-0.28","171.70","-0.37","1087.41","0.38","1.11830","0.23"
"2019-05-23","1194.60","0.11","172.33","0.06","1083.29","0.37","1.11570","-0.06"
"2019-05-22","1193.30","0.03","172.22","0.10","1079.27","-0.43","1.11640","-0.04"
"2019-05-21","1192.90","0.02","172.04","0.03","1083.91","0.03","1.11680","0.05"
"2019-05-20","1192.70","0.24","171.99","-0.05","1083.63","0.05","1.11620","-0.11"
"2019-05-17","1189.80","0.03","172.07","-0.09","1083.06","-0.27","1.11740","-0.29"
"2019-05-16","1189.40","0.20","172.23","0.05","1085.96","0.31","1.12070","-0.01"
"2019-05-15","1187.00","0.33","172.14","0.17","1082.58","-0.05","1.12080","-0.21"
"2019-05-14","1183.10","0.42","171.84","-0.30","1083.08","0.91","1.12320","-0.04"
"2019-05-13","1178.10","0.20","172.36","0.10","1073.29","0.18","1.12360","0.15"
"2019-05-10","1175.80","0.50","172.19","-0.08","1071.39","0.79","1.12190","0.19"
"2019-05-09","1169.90","0.01","172.32","0.10","1063.01","0.18","1.11980","0.04"
"2019-05-08","1169.80","0.03","172.15","-0.77","1061.09","0.50","1.11930","-0.08"
"2019-05-07","1169.40","0.47","173.48","0.42","1055.84","1.16","1.12020","0.24"
"2019-05-03","1163.90","0.01","172.75","0.15","1043.72","-0.06","1.11750","-0.25"
"2019-05-02","1163.80","0.48","172.49","0.33","1044.38","0.71","1.12030","0.17"
"2019-04-30","1158.20","-0.13","171.93","-0.16","1037.02","-0.21","1.11840","0.30"
"2019-04-29","1159.70","0.09","172.20","0.19","1039.16","0.04","1.11510","0.13"
"2019-04-26","1158.70","1.03","171.88","0.72","1038.77","1.58","1.11370","-0.17"
"2019-04-25","1146.90","0.51","170.65","0.48","1022.60","0.25","1.11560","-0.60"
"2019-04-24","1141.10","0.03","169.84","-0.12","1020.07","0.10","1.12230","-0.34"
"2019-04-23","1140.80","0.33","170.04","0.25","1019.07","0.30","1.12610","0.16"
"2019-04-22","1137.10","0.08","169.62","-0.13","1016.04","0.13","1.12430","0.04"
"2019-04-19","1136.20","0.01","169.84","0.21","1014.74","0.08","1.12380","-0.54"
"2019-04-18","1136.10","0.04","169.49","0.14","1013.97","0.00","1.12990","0.15"
"2019-04-17","1135.70","0.16","169.26","0.18","1013.97","0.14","1.12820","-0.19"
"2019-04-16","1133.90","-0.58","168.96","-0.31","1012.55","-0.55","1.13040","0.00"
"2019-04-15","1140.50","0.11","169.48","-0.08","1018.17","-0.23","1.13040","0.39"
"2019-04-12","1139.20","-0.18","169.61","-0.16","1020.56","-0.79","1.12600","-0.15"
"2019-04-11","1141.20","-0.14","169.89","-0.10","1028.71","0.05","1.12770","0.10"
"2019-04-10","1142.80","0.12","170.06","0.18","1028.21","0.40","1.12660","0.07"
"2019-04-09","1141.40","0.44","169.76","0.29","1024.09","0.65","1.12580","0.35"
"2019-04-08","1136.40","0.08","169.27","0.16","1017.50","0.04","1.12190","-0.04"
"2019-04-05","1135.50","0.05","169.00","0.02","1017.06","-0.12","1.12230","-0.20"
"2019-04-04","1134.90","-0.08","168.96","-0.01","1018.26","-0.20","1.12450","0.36"
"2019-04-03","1135.80","0.27","168.97","0.14","1020.26","0.35","1.12050","-0.01"
"2019-04-02","1132.70","-0.30","168.74","0.03","1016.70","-0.72","1.12060","-0.15"
"2019-04-01","1136.10","-0.15","168.69","-0.03","1024.11","-0.40","1.12230","-0.04"
"2019-03-29","1137.80","0.27","168.74","-0.02","1028.24","0.13","1.12280","-0.20"
"2019-03-28","1134.70","0.23","168.78","0.11","1026.92","0.26","1.12500","-0.21"
"2019-03-27","1132.10","-0.25","168.59","-0.18","1024.29","-0.68","1.12740","-0.36"
"2019-03-26","1134.90","0.45","168.89","0.23","1031.31","0.46","1.13150","0.17"
"2019-03-25","1129.80","0.36","168.50","0.01","1026.58","1.00","1.12960","-0.69"
"2019-03-22","1125.80","-0.41","168.48","0.14","1016.39","-0.49","1.13750","-0.45"
"2019-03-21","1130.40","-0.04","168.24","-0.04","1021.37","0.58","1.14260","0.63"
"2019-03-20","1130.90","-0.25","168.30","-0.31","1015.49","-0.23","1.13550","0.16"
"2019-03-19","1133.70","-0.21","168.82","-0.14","1017.82","-0.10","1.13370","0.12"
"2019-03-18","1136.10","0.30","169.05","0.26","1018.88","0.49","1.13230","0.15"
"2019-03-15","1132.70","0.11","168.62","0.02","1013.96","-0.34","1.13060","-0.29"
"2019-03-14","1131.50","0.25","168.58","0.41","1017.40","0.30","1.13390","0.43"
"2019-03-13","1128.70","-0.51","167.89","-0.34","1014.33","-0.50","1.12900","0.20"
"2019-03-12","1134.50","0.04","168.47","0.07","1019.45","-0.09","1.12670","0.27"
"2019-03-11","1134.00","0.51","168.35","0.26","1020.38","0.91","1.12370","0.38"
"2019-03-08","1128.30","0.04","167.91","-0.01","1011.16","0.16","1.11950","-1.02"
"2019-03-07","1127.80","0.18","167.93","0.02","1009.53","0.33","1.13100","0.05"
"2019-03-06","1125.80","0.07","167.89","-0.07","1006.21","-0.06","1.13040","-0.30"
"2019-03-05","1125.00","0.46","168.00","0.30","1006.85","0.64","1.13380","-0.35"
"2019-03-04","1119.90","0.19","167.49","0.21","1000.49","-0.71","1.13780","0.03"
"2019-02-28","1117.80","-0.04","167.14","0.02","1007.62","-0.40","1.13750","-0.15"
"2019-02-27","1118.30","-0.22","167.11","-0.35","1011.62","0.24","1.13920","0.27"
"2019-02-26","1120.80","-0.44","167.69","0.23","1009.23","-0.69","1.13610","0.21"
"2019-02-25","1125.70","0.12","167.30","-0.21","1016.20","0.02","1.13370","0.02"
"2019-02-22","1124.40","0.16","167.65","0.49","1015.95","0.30","1.13350","-0.09"
"2019-02-21","1122.60","-0.43","166.84","0.31","1012.95","-0.66","1.13450","0.06"
"2019-02-20","1127.50","0.25","166.32","0.09","1019.72","0.27","1.13380","0.25"
"2019-02-19","1124.70","-0.27","166.17","-0.01","1016.95","-0.33","1.13100","0.17"
"2019-02-18","1127.70","0.24","166.18","0.07","1020.31","0.22","1.12910","-0.06"
"2019-02-15","1125.00","0.29","166.06","0.20","1018.05","0.72","1.12980","0.34"
"2019-02-14","1121.70","-0.26","165.73","0.16","1010.77","-0.72","1.12600","-0.65"
"2019-02-13","1124.60","0.01","165.47","-0.20","1018.15","-0.01","1.13340","0.51"
"2019-02-12","1124.50","0.00","165.80","0.18","1018.25","-0.55","1.12760","-0.39"
"2019-02-11","1124.50","0.10","165.50","-0.15","1023.90","0.08","1.13200","-0.19"
"2019-02-08","1123.40","0.59","165.75","-0.07","1023.09","0.70","1.13410","-0.24"
"2019-02-07","1116.80","0.47","165.86","0.19","1015.97","-0.53","1.13680","-0.70"
"2019-02-01","1111.60","-0.50","165.55","-0.20","1021.36","-0.34","1.14480","-0.32"
"2019-01-31","1117.20","-0.08","165.89","0.18","1024.81","0.29","1.14850","0.44"
"2019-01-30","1118.10","0.11","165.60","-0.02","1021.80","-0.04","1.14350","0.04"
"2019-01-29","1116.90","-0.73","165.63","-0.06","1022.19","-0.47","1.14300","0.16"
"2019-01-28","1125.10","-0.26","165.73","-0.19","1026.97","-0.28","1.14120","0.96"
"2019-01-25","1128.00","-0.02","166.05","0.12","1029.81","0.01","1.13030","-0.72"
"2019-01-24","1128.20","-0.18","165.85","-0.04","1029.71","-0.38","1.13850","0.18"
"2019-01-23","1130.20","0.33","165.92","0.16","1033.66","0.61","1.13640","-0.04"
"2019-01-22","1126.50","0.46","165.66","0.22","1027.36","0.54","1.13690","0.02"
"2019-01-21","1121.30","-0.01","165.29","-0.23","1021.87","-0.53","1.13670","-0.19"
"2019-01-18","1121.40","-0.05","165.67","0.04","1027.35","-0.13","1.13890","-0.07"
"2019-01-17","1122.00","0.17","165.61","-0.13","1028.65","-0.23","1.13970","-0.11"
"2019-01-16","1120.10","-0.12","165.83","-0.07","1030.97","-0.56","1.14090","-0.55"
"2019-01-15","1121.40","0.34","165.95","0.36","1036.75","0.63","1.14720","0.03"
"2019-01-14","1117.60","-0.12","165.36","0.46","1030.28","-0.16","1.14680","-0.30"
"2019-01-11","1118.90","-0.24","164.60","0.48","1031.96","-0.48","1.15020","-0.41"
"2019-01-10","1121.60","-0.01","163.81","0.16","1036.89","0.54","1.15490","0.87"
"2019-01-09","1121.70","0.33","163.55","0.21","1031.31","0.24","1.14490","-0.26"
"2019-01-08","1118.00","-0.64","163.21","-0.31","1028.85","-0.91","1.14790","0.60"
"2019-01-07","1125.20","-0.20","163.72","-0.01","1038.34","-0.77","1.14100","0.14"
"2019-01-04","1127.50","0.76","163.74","0.44","1046.36","0.14","1.13940","0.35"
"2019-01-03","1119.00","0.08","163.02","0.16","1044.87","2.49","1.13540","-0.98"
"2019-01-02","1118.10","0.00","162.76","0.00","1019.47","0.62","1.14660","0.22"
"2018-12-31","1118.10","-0.29","162.76","0.10","1013.18","0.22","1.14410","0.08"
"2018-12-28","1121.30","-0.38","162.60","-0.37","1010.95","-0.13","1.14320","0.66"
"2018-12-27","1125.60","0.04","163.20","0.23","1012.23","-0.90","1.13570","-0.50"
"2018-12-26","1125.20","0.12","162.82","-0.11","1021.42","0.95","1.14140","0.39"
"2018-12-24","1123.90","-0.44","163.00","-0.27","1011.84","-0.31","1.13700","-0.74"
"2018-12-21","1128.90","0.34","163.44","0.06","1015.02","1.39","1.14550","0.60"
"2018-12-20","1125.10","-0.42","163.35","-0.36","1001.11","-0.38","1.13870","0.11"
"2018-12-19","1129.90","-0.15","163.94","-0.03","1004.94","0.18","1.13740","0.22"
"2018-12-18","1131.60","0.21","163.99","-0.04","1003.15","0.68","1.13490","0.37"
"2018-12-17","1129.20","0.46","164.05","0.24","996.34","0.70","1.13070","-0.46"
"2018-12-14","1124.00","-0.32","163.65","-0.08","989.44","-0.66","1.13590","-0.13"
"2018-12-13","1127.60","-0.16","163.78","0.18","995.98","0.00","1.13740","0.46"
"2018-12-12","1129.40","0.42","163.49","0.31","995.99","0.28","1.13220","-0.29"
"2018-12-11","1124.70","0.58","162.98","0.29","993.16","-0.06","1.13550","-0.41"
"2018-12-10","1118.20","0.04","162.51","0.02","993.78","0.18","1.14020","0.21"
"2018-12-07","1117.80","0.38","162.47","0.12","991.97","0.77","1.13780","0.26"
"2018-12-06","1113.60","0.34","162.28","0.24","984.40","-0.03","1.13490","0.05"
"2018-12-05","1109.80","-0.35","161.89","0.54","984.65","0.44","1.13430","-0.11"
"2018-12-04","1113.70","-0.59","161.02","-0.29","980.33","-0.41","1.13560","0.22"
"2018-12-03","1120.30","-0.13","161.49","-0.15","984.40","-0.46","1.13310","-0.52"
"2018-11-30","1121.80","-0.63","161.73","-0.45","988.98","-0.48","1.13900","0.18"
"2018-11-29","1128.90","-0.07","162.46","-0.12","993.79","0.07","1.13690","0.61"
"2018-11-28","1129.70","-0.02","162.66","-0.09","993.06","-0.19","1.13000","-0.26"
"2018-11-27","1129.90","-0.05","162.81","-0.15","994.94","-0.62","1.13300","-0.05"
"2018-11-26","1130.50","0.13","163.05","-0.02","1001.11","0.18","1.13360","-0.59"
"2018-11-23","1129.00","-0.20","163.09","0.09","999.34","-0.11","1.14030","0.17"
"2018-11-22","1131.30","0.34","162.94","0.25","1000.49","0.01","1.13840","0.11"
"2018-11-21","1127.50","0.01","162.54","-0.02","1000.40","-0.19","1.13720","-0.72"
"2018-11-20","1127.40","-0.12","162.58","-0.17","1002.31","0.13","1.14540","0.33"
"2018-11-19","1128.70","-0.14","162.86","-0.06","1001.02","0.58","1.14160","0.82"
"2018-11-16","1130.30","-0.19","162.96","0.00","995.25","-0.15","1.13230","0.06"
"2018-11-15","1132.40","-0.29","162.96","-0.12","996.74","-0.14","1.13160","0.04"
"2018-11-14","1135.70","0.33","163.16","0.23","998.15","0.35","1.13110","0.77"
"2018-11-13","1132.00","0.56","162.79","0.39","994.68","0.62","1.12250","-0.87"
"2018-11-12","1125.70","0.65","162.15","0.40","988.54","0.79","1.13240","-0.36"
"2018-11-09","1118.40","-0.22","161.50","-0.22","980.75","-0.67","1.13650","-0.58"
"2018-11-08","1120.90","-0.14","161.86","-0.28","987.36","-0.20","1.14310","0.08"
"2018-11-07","1122.50","-0.02","162.32","-0.20","989.38","-0.22","1.14220","0.12"
"2018-11-06","1122.70","-0.25","162.64","-0.09","991.57","-0.30","1.14080","0.09"
"2018-11-05","1125.50","-1.17","162.78","-0.29","994.57","-1.62","1.13980","-0.08"
"2018-11-02","1138.80","-0.04","163.26","-0.09","1010.96","0.19","1.14070","0.78"
"2018-11-01","1139.20","-0.12","163.40","-0.12","1009.08","0.02","1.13190","-0.23"
"2018-10-31","1140.60","0.18","163.59","0.02","1008.89","-0.43","1.13450","-0.26"
"2018-10-30","1138.60","-0.18","163.55","-0.16","1013.26","-0.58","1.13750","-0.25"
"2018-10-29","1140.60","0.18","163.81","0.07","1019.21","0.60","1.14030","0.25"
"2018-10-26","1138.50","0.56","163.70","0.44","1013.13","0.31","1.13750","-0.21"
"2018-10-25","1132.20","-0.32","162.99","-0.32","1009.95","-0.04","1.13990","-0.64"
"2018-10-24","1135.80","0.43","163.51","0.18","1010.32","0.80","1.14720","0.05"
"2018-10-23","1130.90","-0.30","163.22","-0.12","1002.35","-0.63","1.14660","-0.41"
"2018-10-22","1134.30","0.15","163.41","0.07","1008.67","-0.07","1.15130","0.49"
"2018-10-19","1132.60","0.68","163.29","0.46","1009.40","1.05","1.14570","-0.39"
"2018-10-18","1125.00","-0.27","162.55","-0.27","998.89","-0.57","1.15020","-0.64"
"2018-10-17","1128.10","-0.47","162.99","-0.56","1004.59","-0.91","1.15760","-0.07"
"2018-10-16","1133.40","0.01","163.90","-0.32","1013.82","0.36","1.15840","0.28"
"2018-10-15","1133.30","-0.81","164.43","-0.13","1010.21","-0.85","1.15520","-0.35"
"2018-10-12","1142.50","0.88","164.64","0.62","1018.91","1.00","1.15920","0.50"
"2018-10-11","1132.50","0.07","163.62","-0.18","1008.86","0.76","1.15340","0.33"
"2018-10-10","1131.70","0.09","163.92","0.01","1001.24","0.69","1.14960","-0.25"
"2018-10-08","1130.70","0.21","163.91","0.28","994.33","0.35","1.15250","0.06"
"2018-10-05","1128.30","1.07","163.46","0.82","990.87","1.61","1.15180","0.30"
"2018-10-04","1116.40","0.50","162.13","0.48","975.15","0.07","1.14840","-0.80"
"2018-10-02","1110.90","0.06","161.36","0.06","974.43","-0.14","1.15770","-0.24"
"2018-10-01","1110.20","-0.22","161.27","-0.32","975.79","-0.55","1.16050","-0.26"
"2018-09-28","1112.70","-0.35","161.78","-0.96","981.17","-0.91","1.16350","-0.98"
"2018-09-27","1116.60","-0.29","163.34","-0.01","990.20","-0.56","1.17500","-0.25"
"2018-09-21","1119.90","-0.28","163.36","-0.31","995.73","-0.43","1.17800","0.92"
"2018-09-20","1123.00","-0.29","163.86","0.02","1000.04","-0.24","1.16730","-0.03"
"2018-09-19","1126.30","0.01","163.83","-0.03","1002.49","-0.56","1.16770","0.03"
"2018-09-18","1126.20","0.63","163.88","0.26","1008.15","0.87","1.16730","0.41"
"2018-09-17","1119.20","-0.18","163.46","-0.13","999.42","-0.15","1.16250","-0.56"
"2018-09-14","1121.20","-0.54","163.67","-0.03","1000.94","-1.23","1.16910","0.52"
"2018-09-13","1127.30","0.04","163.72","-0.23","1013.39","0.38","1.16300","0.23"
"2018-09-12","1126.80","-0.12","164.10","-0.03","1009.54","-0.54","1.16030","0.11"
"2018-09-11","1128.10","0.45","164.15","0.02","1014.98","0.29","1.15900","0.29"
"2018-09-10","1123.10","0.17","164.12","0.28","1012.03","-0.11","1.15560","-0.59"
"2018-09-07","1121.20","0.32","163.66","0.42","1013.15","1.07","1.16250","-0.07"
"2018-09-06","1117.60","0.31","162.97","-0.08","1002.42","0.30","1.16330","0.42"
"2018-09-05","1114.20","0.06","163.10","0.23","999.46","-0.29","1.15840","-0.28"
"2018-09-04","1113.50","0.02","162.73","0.09","1002.39","0.06","1.16170","0.17"
"2018-09-03","1113.30","0.41","162.58","0.18","1001.75","0.31","1.15970","-0.57"
"2018-08-31","1108.80","0.00","162.29","-0.34","998.65","0.63","1.16630","-0.38"
"2018-08-30","1108.80","-0.11","162.85","-0.17","992.35","-0.61","1.17070","0.10"
"2018-08-29","1110.00","-0.39","163.13","-0.38","998.47","-0.40","1.16950","0.12"
"2018-08-28","1114.30","-0.67","163.76","0.36","1002.47","-0.57","1.16810","0.42"
"2018-08-27","1121.80","0.09","163.17","-0.07","1008.22","0.17","1.16320","0.79"
"2018-08-24","1120.80","0.19","163.29","-0.21","1006.51","-0.54","1.15410","-0.48"
"2018-08-23","1118.70","0.04","163.64","0.00","1011.94","-0.36","1.15970","0.19"
"2018-08-22","1118.20","-0.31","163.64","-0.15","1015.58","-0.45","1.15750","0.72"
"2018-08-21","1121.70","-0.35","163.88","0.07","1020.14","0.16","1.14920","0.48"
"2018-08-20","1125.60","-0.45","163.77","0.15","1018.50","-0.05","1.14370","0.56"
"2018-08-17","1130.70","-0.12","163.53","-0.44","1019.02","-0.43","1.13730","0.26"
"2018-08-16","1132.10","-0.14","164.26","-0.32","1023.41","-0.09","1.13440","-0.54"
"2018-08-14","1133.70","0.66","164.78","0.26","1024.30","0.60","1.14060","0.03"
"2018-08-13","1126.30","0.75","164.36","0.35","1018.22","1.25","1.14030","-1.00"
"2018-08-10","1117.90","-0.08","163.78","-0.11","1005.62","-0.32","1.15180","-0.81"
"2018-08-09","1118.80","-0.61","163.96","-0.01","1008.84","-0.20","1.16120","0.11"
"2018-08-08","1125.70","0.20","163.97","-0.15","1010.82","0.17","1.15990","0.35"
"2018-08-07","1123.50","-0.41","164.22","0.21","1009.07","-0.50","1.15590","-0.06"
"2018-08-06","1128.10","0.49","163.88","-0.34","1014.16","0.85","1.15660","-0.21"
"2018-08-03","1122.60","0.29","164.44","0.36","1005.60","0.31","1.15900","-0.63"
"2018-08-02","1119.30","0.13","163.85","0.12","1002.51","0.23","1.16640","-0.21"
"2018-08-01","1117.90","0.11","163.66","0.21","1000.22","-0.57","1.16890","-0.16"
"2018-07-31","1116.70","-0.29","163.32","-0.71","1005.95","-0.35","1.17080","0.41"
"2018-07-30","1120.00","0.04","164.48","-0.59","1009.46","0.29","1.16600","0.18"
"2018-07-27","1119.60","-0.70","165.46","-0.04","1006.52","-1.00","1.16390","-0.79"
"2018-07-26","1127.50","-0.68","165.52","-0.35","1016.73","-0.38","1.17320","0.40"
"2018-07-25","1135.20","0.59","166.10","-0.29","1020.63","0.77","1.16850","-0.04"
"2018-07-24","1128.50","-0.56","166.58","-0.08","1012.79","-0.70","1.16900","-0.44"
"2018-07-23","1134.80","0.32","166.71","-0.29","1019.91","1.39","1.17420","0.83"
"2018-07-20","1131.20","0.20","167.19","-0.36","1005.91","0.56","1.16450","0.02"
"2018-07-19","1128.90","0.33","167.80","-0.15","1000.31","0.45","1.16430","-0.09"
"2018-07-18","1125.20","-0.31","168.06","-0.12","995.84","-0.87","1.16540","-0.47"
"2018-07-17","1128.70","0.47","168.26","0.06","1004.63","0.56","1.17090","0.25"
"2018-07-16","1123.40","-0.39","168.16","0.11","999.07","-0.25","1.16800","0.17"
"2018-07-13","1127.80","0.62","167.98","0.12","1001.55","0.04","1.16600","-0.10"
"2018-07-12","1120.80","0.63","167.78","-0.40","1001.16","-0.31","1.16720","-0.55"
"2018-07-11","1113.80","0.13","168.46","0.58","1004.28","0.11","1.17360","-0.12"
"2018-07-10","1112.30","-0.49","167.49","-0.11","1003.20","-0.89","1.17500","0.03"
"2018-07-09","1117.80","-0.05","167.67","-0.36","1012.22","0.14","1.17470","0.48"
"2018-07-06","1118.40","0.28","168.27","0.15","1010.85","0.13","1.16910","0.29"
"2018-07-05","1115.30","-0.52","168.01","0.59","1009.55","-0.47","1.16570","-0.02"
"2018-07-04","1121.10","0.33","167.03","-0.69","1014.34","0.60","1.16590","0.15"
"2018-07-03","1117.40","0.02","168.19","-0.14","1008.26","-0.10","1.16420","-0.33"
"2018-07-02","1117.20","-0.40","168.42","-0.58","1009.26","-0.54","1.16800","1.01"
"2018-06-29","1121.70","0.34","169.41","0.03","1014.79","0.08","1.15630","0.03"
"2018-06-28","1117.90","0.24","169.36","-0.44","1013.97","0.07","1.15600","-0.79"
"2018-06-27","1115.20","-0.08","170.10","-0.33","1013.22","-0.44","1.16520","-0.45"
"2018-06-26","1116.10","0.65","170.66","0.13","1017.74","0.84","1.17050","0.31"
