"거래일자","품목명","반입량","금액","전년 반입량","전년 반입량 증감률(%)","전년 금액","전년 금액 증감률(%)","평년 반입량","평년 반입량 증감률(%)","평년 금액","평년 금액 증감률(%)"
"2023-05-상","대파(일반)","2671362","5184118180","2299024","16.2","2844402300","82.3","2602136","2.7","2633815771","96.8"
"2023-04-하","대파(일반)","2427210","2959687970","2452171","-1.0","2539057750","16.6","2656485","-8.6","2511514422","17.8"
"2023-04-중","대파(일반)","3167801","2991740980","2694487","17.6","2674559550","11.9","2862376","10.7","2248711033","33.0"
"2023-04-상","대파(일반)","2823925","3257055700","2520481","12.0","2354599250","38.3","2953245","-4.4","2228571615","46.1"
"2023-03-하","대파(일반)","3671792","4764094780","3258737","12.7","3612411950","31.9","3398515","8.0","3321549785","43.4"
"2023-03-중","대파(일반)","3045719","5060602050","2629518","15.8","3500418250","44.6","3226749","-5.6","3208124266","57.7"
"2023-03-상","대파(일반)","3259413","7225890690","2660338","22.5","4302882750","67.9","3271005","-0.4","3602279736","100.6"
"2023-02-하","대파(일반)","2473813","4586479900","2148005","15.2","2790026300","64.4","2587228","-4.4","2857706256","60.5"
"2023-02-중","대파(일반)","2781372","4544765000","2260584","23.0","2458523200","84.9","3058561","-9.1","3850541576","18.0"
"2023-02-상","대파(일반)","3355256","5062104500","2080492","61.3","2234155400","126.6","3469074","-3.3","5000761976","1.2"
"2023-01-하","대파(일반)","1963201","3471637500","3306386","-40.6","4228822100","-17.9","3745841","-47.6","4888018963","-29.0"
"2023-01-중","대파(일반)","3583764","4791072360","2823735","26.9","3278597700","46.1","3406512","5.2","4063315588","17.9"
"2023-01-상","대파(일반)","3014348","3823598150","2293441","31.4","2494738250","53.3","3748410","-19.6","5456992672","-29.9"
"2022-12-하","대파(일반)","3431583","6318172990","3114557","10.2","3658827700","72.7","3647865","-5.9","4645038241","36.0"
"2022-12-중","대파(일반)","2631169","4283305410","2314469","13.7","2409014050","77.8","3124386","-15.8","4133288689","3.6"
"2022-12-상","대파(일반)","2737864","3860204960","2525228","8.4","3457214090","11.7","2973742","-7.9","4119117879","-6.3"
"2022-11-하","대파(일반)","2882509","4095738510","2423255","19.0","2933617100","39.6","3164117","-8.9","3935882671","4.1"
"2022-11-중","대파(일반)","2572049","4120458720","2693581","-4.5","4220194100","-2.4","3011105","-14.6","4398496384","-6.3"
"2022-11-상","대파(일반)","2809501","4440736650","2747888","2.2","3729115466","19.1","3006147","-6.5","3911726609","13.5"
"2022-10-하","대파(일반)","2800997","4129238230","2648460","5.8","3705275520","11.4","3204486","-12.6","4453073792","-7.3"
"2022-10-중","대파(일반)","2950217","4506967660","2662741","10.8","3177761750","41.8","3005209","-1.8","4059551795","11.0"
"2022-10-상","대파(일반)","2398967","4549219680","2188684","9.6","2315304850","96.5","2751551","-12.8","4850961439","-6.2"
"2022-09-하","대파(일반)","2773688","4358635020","2037698","36.1","2174984800","100.4","3368761","-17.7","5754593538","-24.3"
"2022-09-중","대파(일반)","2181782","3167824840","2435614","-10.4","3997930025","-20.8","3273351","-33.3","6111220018","-48.2"
"2022-09-상","대파(일반)","2937863","5374991460","2440380","20.4","3135149000","71.4","2868440","2.4","5222349419","2.9"
"2022-08-하","대파(일반)","3189436","4578257220","2294822","39.0","2704203700","69.3","2958715","7.8","5083769031","-9.9"
"2022-08-중","대파(일반)","2847845","4715255210","2391315","19.1","2374583200","98.6","2680365","6.2","4235517095","11.3"
"2022-08-상","대파(일반)","2352003","4512128680","1674875","40.4","2148176460","110.0","2457910","-4.3","3873752273","16.5"
"2022-07-하","대파(일반)","2851565","4152325800","2246688","26.9","1569976200","164.5","2535440","12.5","3254214684","27.6"
"2022-07-중","대파(일반)","2641372","4482196880","1592657","65.8","1152538750","288.9","2421731","9.1","2757304334","62.6"
"2022-07-상","대파(일반)","2146031","3165497300","2188138","-1.9","1921266250","64.8","2415022","-11.1","2621986856","20.7"
"2022-06-하","대파(일반)","2535161","3602675500","2423385","4.6","1786640200","101.6","2517519","0.7","2664770175","35.2"
"2022-06-중","대파(일반)","2384249","3082811200","2132699","11.8","1881419200","63.9","2545552","-6.3","2892702949","6.6"
"2022-06-상","대파(일반)","2627867","3695143600","2647429","-0.7","2729058900","35.4","2637355","-0.4","3213728367","15.0"
"2022-05-하","대파(일반)","2656816","3595752850","2771615","-4.1","3559296850","1.0","3008855","-11.7","3741740942","-3.9"
"2022-05-중","대파(일반)","2572875","3012476450","2606462","-1.3","4917924300","-38.7","2650397","-2.9","2941045037","2.4"
"2022-05-상","대파(일반)","2299024","2844402300","2142970","7.3","6750750900","-57.9","2584351","-11.0","2624176147","8.4"
"2022-04-하","대파(일반)","2452171","2539057750","2268596","8.1","4708328100","-46.1","2703725","-9.3","1882784965","34.9"
