"거래일자","품목명","반입량","금액","전년 반입량","전년 반입량 증감률(%)","전년 금액","전년 금액 증감률(%)","평년 반입량","평년 반입량 증감률(%)","평년 금액","평년 금액 증감률(%)"
"2018-08-상","청양","549108","1776316114","608476","-9.8","2417074280","-26.5","641644","-14.4","1546912546","14.8"
"2018-07-하","청양","557376","1695028330","567304","-1.8","2342800511","-27.6","698589","-20.2","1949749636","-13.1"
"2018-07-중","청양","546857","1867906830","630552","-13.3","2223497120","-16.0","700157","-21.9","2125061620","-12.1"
"2018-07-상","청양","611591","1723278660","641385","-4.6","1687667850","2.1","764602","-20.0","2166340784","-20.5"
"2018-06-하","청양","697015","1840190860","801578","-13.0","1805213495","1.9","873357","-20.2","2280180286","-19.3"
"2018-06-중","청양","800077","2301202050","756338","5.8","1994073230","15.4","884129","-9.5","2473063976","-6.9"
"2018-06-상","청양","596380","1770097180","833382","-28.4","2320558420","-23.7","863587","-30.9","2311255527","-23.4"
"2018-05-하","청양","847298","2092195470","840288","0.8","1938862044","7.9","978163","-13.4","2349188705","-10.9"
"2018-05-중","청양","633777","1523476190","820710","-22.8","1652541800","-7.8","916973","-30.9","2129805488","-28.5"
"2018-05-상","청양","680149","1877079280","806349","-15.7","2190333590","-14.3","837113","-18.8","2507240341","-25.1"
"2018-04-하","청양","699793","1587175830","658641","6.2","1354078346","17.2","780560","-10.3","2100901243","-24.5"
"2018-04-중","청양","698470","2001562150","735907","-5.1","1451758297","37.9","789659","-11.5","2275224108","-12.0"
"2018-04-상","청양","650589","2203310800","723969","-10.1","1325940070","66.2","766023","-15.1","2427121714","-9.2"
"2018-03-하","청양","671941","2901924250","874485","-23.2","1797136538","61.5","841804","-20.2","3148092184","-7.8"
"2018-03-중","청양","530652","2512556380","683321","-22.3","1454240213","72.8","658966","-19.5","3717946912","-32.4"
"2018-03-상","청양","530901","2365570290","714547","-25.7","1956527275","20.9","625699","-15.2","4369042860","-45.9"
"2018-02-하","청양","474753","1659904400","513647","-7.6","1448491513","14.6","489940","-3.1","3489816537","-52.4"
"2018-02-중","청양","391277","2387780980","546141","-28.4","1407349394","69.7","589328","-33.6","4200505293","-43.2"
"2018-02-상","청양","567748","4669288950","736785","-22.9","1645069585","183.8","595340","-4.6","5632230276","-17.1"
"2018-01-하","청양","570142","2844647010","555307","2.7","1703056168","67.0","640812","-11.0","5407330905","-47.4"
"2018-01-중","청양","606585","2164555494","658495","-7.9","2346479475","-7.8","598331","1.4","4041978626","-46.4"
"2018-01-상","청양","617572","1831137300","650957","-5.1","1727737475","6.0","794818","-22.3","4122055470","-55.6"
