"거래일자","품목명","반입량","금액","전년 반입량","전년 반입량 증감률(%)","전년 금액","전년 금액 증감률(%)","평년 반입량","평년 반입량 증감률(%)","평년 금액","평년 금액 증감률(%)"
"2021-12-상","수미","1166485","1539050050","1661293","-29.8","1634841000","-5.9","1813544","-35.7","2126558434","-27.6"
"2021-11-하","수미","801997","1063402100","1399388","-42.7","1378021500","-22.8","1834616","-56.3","1991814148","-46.6"
"2021-11-중","수미","890561","1095194900","1657004","-46.3","1498078000","-26.9","1872094","-52.4","2010428502","-45.5"
"2021-11-상","수미","846303","881882300","1332980","-36.5","1306032500","-32.5","1772040","-52.2","1984644196","-55.6"
"2021-10-하","수미","957210","997975500","1821478","-47.4","1754539300","-43.1","1944577","-50.8","1960146777","-49.1"
"2021-10-중","수미","1001812","1077537200","1546989","-35.2","1465184500","-26.5","2095766","-52.2","2105194708","-48.8"
"2021-10-상","수미","935103","939047000","1303314","-28.3","1343152500","-30.1","1918748","-51.3","1850644136","-49.3"
"2021-09-하","수미","981618","1087457600","1308017","-25.0","1365560000","-20.4","1947951","-49.6","1927755594","-43.6"
"2021-09-중","수미","864759","931872600","1667254","-48.1","1944302500","-52.1","1927619","-55.1","2093782450","-55.5"
"2021-09-상","수미","1478336","1647118000","1467781","0.7","1650176100","-0.2","2082596","-29.0","2304992350","-28.5"
"2021-08-하","수미","1318562","1445629900","1582179","-16.7","1794709200","-19.5","2235118","-41.0","2416694769","-40.2"
"2021-08-중","수미","1270010","1394585200","1777811","-28.6","1876476000","-25.7","1790530","-29.1","1830596073","-23.8"
"2021-08-상","수미","1276284","1280821300","1180090","8.2","1113208500","15.1","1868795","-31.7","1726416765","-25.8"
"2021-07-하","수미","1426533","1202444800","2096482","-32.0","1676519500","-28.3","2038137","-30.0","1630808586","-26.3"
"2021-07-중","수미","1306601","941723900","1560782","-16.3","1096224300","-14.1","2176227","-40.0","1590306146","-40.8"
"2021-07-상","수미","1815149","1479715400","3005257","-39.6","2183679200","-32.2","3055781","-40.6","2307511293","-35.9"
"2021-06-하","수미","2896604","2240491005","2165073","33.8","1670989300","34.1","2878916","0.6","2115520753","5.9"
"2021-06-중","수미","2928269","2161852100",,"0.0",,"0.0",,"0.0",,"0.0"
"2021-06-상","수미","4046092","3360575600",,"0.0",,"0.0",,"0.0",,"0.0"
"2021-05-하","수미","3701240","3721140300","3632216","1.9","2589774500","43.7","4297111","-13.9","3749902837","-0.8"
"2021-05-중","수미","3471789","3833932100","2492530","39.3",,"0.0","2793981","24.3",,"0.0"
"2021-05-상","수미","2845605","3978263100","2460490","15.7",,"0.0","2944595","-3.4",,"0.0"
"2021-04-하","수미","2717202","4085033400","2836049","-4.2","4583486100","-10.9","3140557","-13.5","5109628191","-20.1"
"2021-04-중","수미","2134100","3520304600","2466606","-13.5","3223939700","9.2","2988618","-28.6","4769588769","-26.2"
"2021-04-상","수미","2052704","3517114400","2660390","-22.8","3232445500","8.8","2756751","-25.5","4349025010","-19.1"
"2021-03-하","수미","1834116","2932894400","2447519","-25.1","3398770500","-13.7","2624471","-30.1","4223251002","-30.6"
"2021-03-중","수미","1542644","2338266900","1828773","-15.6","2280987000","2.5","2101485","-26.6","3082720881","-24.1"
"2021-03-상","수미","1703678","2487897200","2121260","-19.7","2381971800","4.4","2151588","-20.8","3091985730","-19.5"
"2021-02-하","수미","848020","1334972000","1389027","-38.9","1761076000","-24.2","1386409","-38.8","1862925163","-28.3"
"2021-02-중","수미","615860","874987500","2113799","-70.9","2062833500","-57.6","1849799","-66.7","2321821488","-62.3"
"2021-02-상","수미","1163947","1930106000","1436220","-19.0","1433301300","34.7","1827563","-36.3","2294109532","-15.9"
"2021-01-하","수미","1168326","1754439000","1129135","3.5","958623400","83.0","1738450","-32.8","2106460868","-16.7"
"2021-01-중","수미","1562970","2328478500","1805275","-13.4","1663992100","39.9","1722345","-9.3","2085457155","11.7"
"2021-01-상","수미","822025","1110896000","1863006","-55.9","1689781000","-34.3","2018764","-59.3","2615503706","-57.5"
"2020-12-하","수미","1629175","1708543000","1396348","16.7","1125628500","51.8","1725312","-5.6","2030369225","-15.9"
"2020-12-중","수미","1075993","1139123000","1884566","-42.9","1226838900","-7.1","1747968","-38.4","1969509556","-42.2"
"2020-12-상","수미","1661293","1634841000","1509221","10.1","1043145100","56.7","1905637","-12.8","2209347551","-26.0"
"2020-11-하","수미","1399388","1378021500","1805685","-22.5","1274327700","8.1","1891427","-26.0","2056781146","-33.0"
"2020-11-중","수미","1657004","1498078000","1683097","-1.6","1074162400","39.5","1964542","-15.7","2104538165","-28.8"
"2020-11-상","수미","1332980","1306032500","1453249","-8.3","933753200","39.9","1877978","-29.0","2070072063","-36.9"
"2020-10-하","수미","1821478","1754539300","1759870","3.5","1015430100","72.8","2042224","-10.8","1983299562","-11.5"
"2020-10-중","수미","1546989","1465184500","1689118","-8.4","1139387000","28.6","2189933","-29.4","2110960687","-30.6"
"2020-10-상","수미","1303314","1343152500","1576324","-17.3","965325000","39.1","1928196","-32.4","1737948426","-22.7"
"2020-09-하","수미","1308017","1365560000","1717093","-23.8","1045710700","30.6","1976163","-33.8","1895659782","-28.0"
"2020-09-중","수미","1667254","1944302500","1132430","47.2","736352765","164.0","1982745","-15.9","2000948667","-2.8"
"2020-09-상","수미","1467781","1650176100","1387324","5.8","895458400","84.3","2376588","-38.2","2474672881","-33.3"
"2020-08-하","수미","1582179","1794709200","1961833","-19.4","1271572700","41.1","2432501","-35.0","2563236852","-30.0"
"2020-08-중","수미","1777811","1876476000","1079383","64.7","786054100","138.7","1897686","-6.3","1889206124","-0.7"
"2020-08-상","수미","1180090","1113208500","1443481","-18.2","928083400","19.9","1923718","-38.7","1807458426","-38.4"
