"°Å·¡ÀÏÀÚ","Ç°¸ñ¸í","¹ÝÀÔ·®","±Ý¾×","Àü³â ¹ÝÀÔ·®","Àü³â ¹ÝÀÔ·® Áõ°¨·ü(%)","Àü³â ±Ý¾×","Àü³â ±Ý¾× Áõ°¨·ü(%)","Æò³â ¹ÝÀÔ·®","Æò³â ¹ÝÀÔ·® Áõ°¨·ü(%)","Æò³â ±Ý¾×","Æò³â ±Ý¾× Áõ°¨·ü(%)"
"2018-11-»ó","±ñ¾çÆÄ","31690","34357900","19300","64.2","28890000","18.9","15188","108.7","19517520","76.0"
"2018-10-ÇÏ","±ñ¾çÆÄ","29540","29393100","18600","58.8","28430000","3.4","15598","89.4","20052860","46.6"
"2018-10-Áß","±ñ¾çÆÄ","21470","25784500","24000","-10.5","34760000","-25.8","13868","54.8","18820700","37.0"
"2018-10-»ó","±ñ¾çÆÄ","22860","27775000","14090","62.2","20842000","33.3","13946","63.9","19480040","42.6"
"2018-09-ÇÏ","±ñ¾çÆÄ","14366","18020000","24130","-40.5","33624400","-46.4","15513","-7.4","20888810","-13.7"
"2018-09-Áß","±ñ¾çÆÄ","26100","32250000","34540","-24.4","44768800","-28.0","12757","104.6","18098550","78.2"
"2018-09-»ó","±ñ¾çÆÄ","20870","25388000","15450","35.1","22733500","11.7","15634","33.5","23663750","7.3"
"2018-08-ÇÏ","±ñ¾çÆÄ","28740","31699700","16200","77.4","24220000","30.9","17517","64.1","24042850","31.8"
"2018-08-Áß","±ñ¾çÆÄ","24890","26044800","8350","198.1","13045000","99.7","14991","66.0","19925244","30.7"
"2018-08-»ó","±ñ¾çÆÄ","27185","26549100","9650","181.7","14832500","79.0","16301","66.8","17703935","50.0"
"2018-07-ÇÏ","±ñ¾çÆÄ","28700","28948500","10000","187.0","11920000","142.9","11812","143.0","13966970","107.3"
"2018-07-Áß","±ñ¾çÆÄ","28110","28802800","6580","327.2","10192000","182.6","8132","245.7","11948800","141.1"
"2018-07-»ó","±ñ¾çÆÄ","24150","25407000","7600","217.8","11450000","121.9","9910","143.7","13737400","84.9"
"2018-06-ÇÏ","±ñ¾çÆÄ","22570","24060200","11000","105.2","15640000","53.8","10308","119.0","13969500","72.2"
"2018-06-Áß","±ñ¾çÆÄ","23050","26504500","11200","105.8","15920000","66.5","13020","77.0","17235130","53.8"
"2018-06-»ó","±ñ¾çÆÄ","21010","22029800","10100","108.0","14390000","53.1","1240","1594.4","1519000","1350.3"
"2018-05-ÇÏ","±ñ¾çÆÄ","25300","28371750","11400","121.9","16340000","73.6",,"0.0",,"0.0"
"2018-05-Áß","±ñ¾çÆÄ","17300","18164600","10000","73.0","13880000","30.9",,"0.0",,"0.0"
"2018-05-»ó","±ñ¾çÆÄ","20950","24849500","10200","105.4","13260000","87.4",,"0.0",,"0.0"
"2018-04-ÇÏ","±ñ¾çÆÄ","23210","28577500","7800","197.6","10810000","164.4",,"0.0",,"0.0"
"2018-04-Áß","±ñ¾çÆÄ","21020","22747000","9650","117.8","15580000","46.0","1899","1006.9","2100000","983.2"
"2018-04-»ó","±ñ¾çÆÄ","11200","14800000","10027","11.7","16955200","-12.7",,"0.0",,"0.0"
"2018-03-ÇÏ","±ñ¾çÆÄ","17600","21900000","10985","60.2","17691400","23.8","11249","56.5","17786480","23.1"
"2018-03-Áß","±ñ¾çÆÄ","25552","31216936","8300","207.9","13710000","127.7","7289","250.6","12028000","159.5"
"2018-03-»ó","±ñ¾çÆÄ","27860","37234400","11200","148.8","18300000","103.5",,"0.0",,"0.0"
"2018-02-ÇÏ","±ñ¾çÆÄ","28920","42868000","7900","266.1","12910000","232.1",,"0.0",,"0.0"
"2018-02-Áß","±ñ¾çÆÄ","28810","43556000","13800","108.8","21640000","101.3",,"0.0",,"0.0"
"2018-02-»ó","±ñ¾çÆÄ","34050","53087500","13140","159.1","19580000","171.1","1430","2281.1","1722000","2982.9"
"2018-01-ÇÏ","±ñ¾çÆÄ","69190","83555300","7600","810.4","10240000","716.0",,"0.0",,"0.0"
"2018-01-Áß","±ñ¾çÆÄ","36500","45345700","10300","254.4","13860000","227.2","11421","219.6","12258407","269.9"
"2018-01-»ó","±ñ¾çÆÄ","35905","54917700","10000","259.1","12270000","347.6","4128","769.8","7273257","655.1"
