"거래일자","품목명","반입량(KG)","품목코드","전월반입량(KG)","전월반입량증감률(%)","전년반입량(KG)","전년반입량증감률(%)","평년반입량(KG)","평년반입량증감률(%)"
"20211222","사과","115000","060100","155000","34.8","104000","-9.6","132250","15.0"
"20211221","사과","82000","060100","null","0.0","105000","28.0","126600","54.4"
"20211220","사과","129000","060100","54000","-58.1","null","0.0","142500","10.5"
"20211218","사과","18000","060100","136000","655.6","122000","577.8","139750","676.4"
"20211217","사과","139000","060100","123000","-11.5","65000","-53.2","119250","-14.2"
"20211216","사과","86000","060100","144000","67.4","101000","17.4","145000","68.6"
"20211215","사과","132000","060100","169000","28.0","86000","-34.8","125000","-5.3"
"20211214","사과","85000","060100","null","0.0","98000","15.3","116400","36.9"
"20211213","사과","203000","060100","66000","-67.5","null","0.0","141250","-30.4"
"20211212","사과","203000","060100","130000","-36.0","65000","-68.0","126600","-37.6"
"20211211","사과","39000","060100","132000","238.5","116000","197.4","135250","246.8"
"20211210","사과","152000","060100","139000","-8.6","90000","-40.8","106250","-30.1"
"20211209","사과","165000","060100","127000","-23.0","94000","-43.0","111333","-32.5"
"20211208","사과","149000","060100","133000","-10.7","198000","32.9","137400","-7.8"
"20211207","사과","88000","060100","null","0.0","146000","65.9","130600","48.4"
"20211206","사과","152000","060100","52000","-65.8","null","0.0","120750","-20.6"
"20211204","사과","45000","060100","114000","153.3","163000","262.2","155000","244.4"
"20211203","사과","117000","060100","150000","28.2","94000","-19.7","119750","2.4"
"20211202","사과","125000","060100","135000","8.0","83000","-33.6","155000","24.0"
"20211201","사과","90000","060100","243000","170.0","87000","-3.3","108500","20.6"
"20211130","사과","90000","060100","85000","-5.6","153000","70.0","170200","89.1"
"20211129","사과","118000","060100","139000","17.8","null","0.0","98000","-16.9"
"20211127","사과","46000","060100","201000","337.0","131000","184.8","143250","211.4"
"20211126","사과","130000","060100","186000","43.1","107000","-17.7","134750","3.7"
"20211125","사과","99000","060100","254000","156.6","89000","-10.1","123750","25.0"
"20211124","사과","60000","060100","null","0.0","105000","75.0","120500","100.8"
"20211123","사과","82000","060100","87000","6.1","141000","72.0","137000","67.1"
"20211122","사과","155000","060100","189000","21.9","null","0.0","155750","0.5"
"20211120","사과","54000","060100","148000","174.1","110000","103.7","149000","175.9"
"20211119","사과","112000","060100","138000","23.2","99000","-11.6","136500","21.9"
"20211118","사과","136000","060100","195000","43.4","186000","36.8","155750","14.5"
"20211117","사과","123000","060100","null","0.0","89000","-27.6","133250","8.3"
"20211116","사과","144000","060100","81000","-43.8","172000","19.4","139800","-2.9"
"20211115","사과","169000","060100","111000","-34.3","null","0.0","172250","1.9"
"20211113","사과","66000","060100","72000","9.1","145000","119.7","153750","133.0"
"20211112","사과","130000","060100","147000","13.1","81000","-37.7","147250","13.3"
"20211111","사과","132000","060100","139000","5.3","155000","17.4","159750","21.0"
"20211110","사과","139000","060100","null","0.0","134000","-3.6","148000","6.5"
"20211109","사과","127000","060100","68000","-46.5","157000","23.6","170200","34.0"
"20211108","사과","133000","060100","120000","-9.8","null","0.0","176000","32.3"
"20211106","사과","52000","060100","169000","225.0","145000","178.8","186250","258.2"
"20211105","사과","141000","060100","157000","11.3","134000","-5.0","175250","24.3"
"20211104","사과","114000","060100","181000","58.8","145000","27.2","186250","63.4"
"20211103","사과","150000","060100","null","0.0","148000","-1.3","184250","22.8"
"20211102","사과","135000","060100","78000","-42.2","204000","51.1","197600","46.4"
"20211101","사과","243000","060100","184000","-24.3","null","0.0","191750","-21.1"
"20211030","사과","85000","060100","149000","75.3","125000","47.1","161750","90.3"
"20211029","사과","139000","060100","191000","37.4","141000","1.4","157500","13.3"
"20211028","사과","165000","060100","179000","8.5","169000","2.4","147250","-10.8"
"20211027","사과","201000","060100","218000","8.5","156000","-22.4","145000","-27.9"
"20211026","사과","186000","060100","null","0.0","205000","10.2","174200","-6.3"
"20211025","사과","254000","060100","83000","-67.3","null","0.0","158750","-37.5"
"20211023","사과","87000","060100","null","0.0","149000","71.3","171500","97.1"
"20211022","사과","189000","060100","null","0.0","142000","-24.9","201750","6.7"
"20211021","사과","137000","060100","null","0.0","133000","-2.9","185250","35.2"
"20211020","사과","148000","060100","null","0.0","135000","-8.8","187000","26.4"
"20211019","사과","138000","060100","null","0.0","203000","47.1","174600","26.5"
"20211018","사과","195000","060100","63000","-67.7","null","0.0","187500","-3.8"
"20211016","사과","81000","060100","230000","184.0","185000","128.4","210250","159.6"
"20211015","사과","111000","060100","199000","79.3","141000","27.0","179000","61.3"
"20211014","사과","90000","060100","282000","213.3","193000","114.4","182000","102.2"
"20211013","사과","72000","060100","352000","388.9","156000","116.7","162000","125.0"
"20211012","사과","147000","060100","null","0.0","278000","89.1","180200","22.6"
"20211011","사과","139000","060100","227000","63.3","null","0.0","167250","20.3"
"20211009","사과","68000","060100","320000","370.6","135000","98.5","119750","76.1"
"20211008","사과","120000","060100","381000","217.5","122000","1.7","140000","16.7"
"20211007","사과","150000","060100","406000","170.7","83000","-44.7","130750","-12.8"
"20211006","사과","169000","060100","469000","177.5","67000","-60.4","109000","-35.5"
"20211005","사과","157000","060100","null","0.0","6000","-96.2","121500","-22.6"
"20211004","사과","181000","060100","196000","8.3","null","0.0","154000","-14.9"
"20211002","사과","78000","060100","240000","207.7","null","0.0","142667","82.9"
"20211001","사과","184000","060100","228000","23.9","null","0.0","183333","-0.4"
"20210930","사과","149000","060100","229000","53.7","33000","-77.9","222000","49.0"
"20210929","사과","191000","060100","null","0.0","32000","-83.2","116000","-39.3"
"20210928","사과","179000","060100","137000","-23.5","224000","25.1","171200","-4.4"
"20210927","사과","218000","060100","106000","-51.4","null","0.0","184250","-15.5"
"20210925","사과","83000","060100","133000","60.2","229000","175.9","338333","307.6"
"20210924","사과","120000","060100","169000","40.8","249000","107.5","193333","61.1"
"20210918","사과","63000","060100","121000","92.1","315000","400.0","341250","441.7"
"20210917","사과","220000","060100","126000","-42.7","247000","12.3","314667","43.0"
"20210916","사과","230000","060100","135000","-41.3","227000","-1.3","211333","-8.1"
"20210915","사과","199000","060100","null","0.0","258000","29.6","375333","88.6"
"20210914","사과","282000","060100","47000","-83.3","182000","-35.5","214750","-23.8"
"20210913","사과","352000","060100","139000","-60.5","null","0.0","247333","-29.7"
"20210911","사과","227000","060100","96000","-57.7","215000","-5.3","255500","12.6"
"20210910","사과","276000","060100","89000","-67.8","253000","-8.3","361500","31.0"
"20210909","사과","320000","060100","144000","-55.0","278000","-13.1","391250","22.3"
"20210908","사과","381000","060100","null","0.0","291000","-23.6","347750","-8.7"
"20210907","사과","406000","060100","null","0.0","336000","-17.2","367200","-9.6"
"20210906","사과","469000","060100","96000","-79.5","null","0.0","416750","-11.1"
"20210904","사과","196000","060100","95000","-51.5","180000","-8.2","356750","82.0"
"20210903","사과","227000","060100","96000","-57.7","171000","-24.7","436000","92.1"
"20210902","사과","240000","060100","150000","-37.5","163000","-32.1","371000","54.6"
"20210901","사과","228000","060100","null","0.0","172000","-24.6","236750","3.8"
"20210831","사과","212000","060100","22000","-89.6","221000","4.2","279400","31.8"
"20210830","사과","229000","060100","122000","-46.7","null","0.0","208250","-9.1"
"20210828","사과","137000","060100","112000","-18.2","200000","46.0","200000","46.0"
"20210827","사과","106000","060100","77000","-27.4","153000","44.3","165000","55.7"
"20210826","사과","116000","060100","128000","10.3","177000","52.6","189500","63.4"
"20210825","사과","133000","060100","null","0.0","145000","9.0","145000","9.0"
"20210824","사과","169000","060100","22000","-87.0","229000","35.5","163000","-3.6"
"20210823","사과","250000","060100","112000","-55.2","null","0.0","132750","-46.9"
"20210821","사과","99000","060100","111000","12.1","115000","16.2","146000","47.5"
"20210820","사과","117000","060100","80000","-31.6","80000","-31.6","130000","11.1"
"20210819","사과","111000","060100","129000","16.2","62000","-44.1","108750","-2.0"
"20210818","사과","121000","060100","null","0.0","86000","-28.9","101000","-16.5"
"20210817","사과","126000","060100","8000","-93.7","155000","23.0","99200","-21.3"
"20210816","사과","135000","060100","84000","-37.8","null","0.0","107250","-20.6"
"20210814","사과","47000","060100","65000","38.3","93000","97.9","123000","161.7"
"20210813","사과","139000","060100","62000","-55.4","63000","-54.7","119333","-14.1"
"20210812","사과","95000","060100","99000","4.2","43000","-54.7","90500","-4.7"
"20210811","사과","96000","060100","null","0.0","65000","-32.3","80750","-15.9"
"20210810","사과","89000","060100","13000","-85.4","70000","-21.3","88800","-0.2"
"20210809","사과","144000","060100","90000","-37.5","null","0.0","99000","-31.3"
"20210806","사과","96000","060100","83000","-13.5","75000","-21.9","103333","7.6"
"20210805","사과","114000","060100","100000","-12.3","77000","-32.5","129333","13.5"
"20210804","사과","95000","060100","null","0.0","85000","-10.5","109333","15.1"
"20210803","사과","96000","060100","7000","-92.7","122000","27.1","119250","24.2"
"20210802","사과","150000","060100","75000","-50.0","null","0.0","103500","-31.0"
"20210731","사과","22000","060100","78000","254.5","53000","140.9","121750","453.4"
"20210730","사과","122000","060100","78000","-36.1","61000","-50.0","85250","-30.1"
"20210729","사과","115000","060100","59000","-48.7","84000","-27.0","108250","-5.9"
"20210728","사과","112000","060100","106000","-5.4","73000","-34.8","80000","-28.6"
"20210727","사과","77000","060100","null","0.0","80000","3.9","87200","13.2"
"20210726","사과","128000","060100","8000","-93.8","null","0.0","106250","-17.0"
"20210724","사과","22000","060100","57000","159.1","57000","159.1","90500","311.4"
"20210723","사과","112000","060100","75000","-33.0","61000","-45.5","74500","-33.5"
"20210722","사과","93000","060100","78000","-16.1","68000","-26.9","81500","-12.4"
"20210721","사과","111000","060100","79000","-28.8","38000","-65.8","70000","-36.9"
"20210720","사과","80000","060100","null","0.0","97000","21.3","86600","8.3"
"20210719","사과","129000","060100","19000","-85.3","null","0.0","86750","-32.8"
"20210717","사과","8000","060100","59000","637.5","60000","650.0","79500","893.8"
"20210716","사과","84000","060100","74000","-11.9","43000","-48.8","72000","-14.3"
"20210715","사과","74000","060100","79000","6.8","61000","-17.6","71250","-3.7"
"20210714","사과","65000","060100","114000","75.4","34000","-47.7","57250","-11.9"
"20210713","사과","62000","060100","null","0.0","73000","17.7","70200","13.2"
"20210712","사과","99000","060100","18000","-81.8","null","0.0","83250","-15.9"
"20210710","사과","13000","060100","78000","500.0","54000","315.4","67000","415.4"
"20210709","사과","90000","060100","109000","21.1","33000","-63.3","63250","-29.7"
"20210708","사과","63000","060100","98000","55.6","58000","-7.9","66750","6.0"
"20210707","사과","78000","060100","143000","83.3","43000","-44.9","55000","-29.5"
"20210706","사과","83000","060100","null","0.0","55000","-33.7","63800","-23.1"
"20210705","사과","100000","060100","10000","-90.0","null","0.0","81500","-18.5"
"20210703","사과","7000","060100","84000","1100.0","39000","457.1","66500","850.0"
"20210702","사과","75000","060100","90000","20.0","45000","-40.0","58250","-22.3"
"20210701","사과","74000","060100","93000","25.7","53000","-28.4","70250","-5.1"
"20210630","사과","78000","060100","null","0.0","34000","-56.4","99250","27.2"
"20210629","사과","59000","060100","2000","-96.6","61000","3.4","64000","8.5"
"20210628","사과","106000","060100","106000","0.0","null","0.0","75750","-28.5"
"20210626","사과","8000","060100","54000","575.0","72000","800.0","94000","1075.0"
"20210625","사과","99000","060100","54000","-45.5","33000","-66.7","73750","-25.5"
"20210624","사과","57000","060100","99000","73.7","58000","1.8","72500","27.2"
"20210623","사과","75000","060100","null","0.0","37000","-50.7","73500","-2.0"
"20210622","사과","78000","060100","12000","-84.6","87000","11.5","87400","12.1"
"20210621","사과","79000","060100","58000","-26.6","null","0.0","114750","45.3"
"20210619","사과","19000","060100","56000","194.7","74000","289.5","96500","407.9"
"20210618","사과","94000","060100","89000","-5.3","51000","-45.7","85250","-9.3"
"20210617","사과","59000","060100","124000","110.2","56000","-5.1","96750","64.0"
"20210616","사과","74000","060100","null","0.0","49000","-33.8","72000","-2.7"
"20210615","사과","79000","060100","17000","-78.5","86000","8.9","98200","24.3"
"20210614","사과","114000","060100","125000","9.6","null","0.0","99500","-12.7"
"20210612","사과","18000","060100","124000","588.9","73000","305.6","108750","504.2"
"20210611","사과","116000","060100","98000","-15.5","68000","-41.4","100000","-13.8"
"20210610","사과","78000","060100","124000","59.0","93000","19.2","112250","43.9"
"20210609","사과","109000","060100","null","0.0","77000","-29.4","83750","-23.2"
"20210608","사과","98000","060100","15000","-84.7","137000","39.8","119200","21.6"
"20210607","사과","143000","060100","124000","-13.3","null","0.0","118750","-17.0"
"20210605","사과","10000","060100","70000","600.0","122000","1120.0","132000","1220.0"
"20210604","사과","114000","060100","85000","-25.4","48000","-57.9","106750","-6.4"
"20210603","사과","84000","060100","144000","71.4","82000","-2.4","103000","22.6"
"20210602","사과","90000","060100","null","0.0","85000","-5.6","102500","13.9"
"20210601","사과","93000","060100","5000","-94.6","110000","18.3","108800","17.0"
"20210531","사과","114000","060100","101000","-11.4","null","0.0","162500","42.5"
"20210529","사과","2000","060100","22000","1000.0","108000","5300.0","109500","5375.0"
"20210528","사과","106000","060100","53000","-50.0","76000","-28.3","97750","-7.8"
"20210527","사과","73000","060100","82000","12.3","89000","21.9","100000","37.0"
"20210526","사과","54000","060100","111000","105.6","91000","68.5","100000","85.2"
"20210525","사과","54000","060100","null","0.0","126000","133.3","124800","131.1"
"20210524","사과","99000","060100","9000","-90.9","null","0.0","137000","38.4"
"20210522","사과","12000","060100","104000","766.7","130000","983.3","121250","910.4"
"20210521","사과","58000","060100","111000","91.4","78000","34.5","105500","81.9"
"20210520","사과","55000","060100","85000","54.5","91000","65.5","121750","121.4"
"20210519","사과","56000","060100","157000","180.4","101000","80.4","106250","89.7"
"20210518","사과","89000","060100","null","0.0","112000","25.8","123400","38.7"
"20210517","사과","124000","060100","5000","-96.0","null","0.0","136500","10.1"
"20210515","사과","17000","060100","108000","535.3","111000","552.9","151750","792.6"
"20210514","사과","125000","060100","92000","-26.4","41000","-67.2","92500","-26.0"
"20210513","사과","115000","060100","101000","-12.2","76000","-33.9","115000","0.0"
"20210512","사과","124000","060100","105000","-15.3","70000","-43.5","105750","-14.7"
"20210511","사과","98000","060100","null","0.0","102000","4.1","120600","23.1"
"20210510","사과","124000","060100","27000","-78.2","null","0.0","148000","19.4"
"20210508","사과","15000","060100","125000","733.3","118000","686.7","129750","765.0"
"20210507","사과","124000","060100","91000","-26.6","111000","-10.5","121250","-2.2"
"20210506","사과","71000","060100","119000","67.6","102000","43.7","93500","31.7"
"20210505","사과","70000","060100","144000","105.7","131000","87.1","102500","46.4"
"20210504","사과","85000","060100","null","0.0","118000","38.8","111600","31.3"
"20210503","사과","144000","060100","24000","-83.3","null","0.0","128500","-10.8"
"20210501","사과","5000","060100","102000","1940.0","119000","2280.0","136500","2630.0"
"20210430","사과","101000","060100","81000","-19.8","84000","-16.8","116000","14.9"
"20210429","사과","22000","060100","274000","1145.5","176000","700.0","141500","543.2"
"20210428","사과","53000","060100","null","0.0","149000","181.1","125000","135.8"
"20210427","사과","82000","060100","21000","-74.4","161000","96.3","156600","91.0"
"20210426","사과","111000","060100","109000","-1.8","null","0.0","136750","23.2"
"20210424","사과","9000","060100","76000","744.4","130000","1344.4","127750","1319.4"
"20210423","사과","121000","060100","103000","-14.9","128000","5.8","140500","16.1"
"20210422","사과","104000","060100","106000","1.9","115000","10.6","126750","21.9"
"20210421","사과","111000","060100","null","0.0","110000","-0.9","128250","15.5"
"20210420","사과","85000","060100","16000","-81.2","163000","91.8","150000","76.5"
"20210419","사과","157000","060100","94000","-40.1","null","0.0","136250","-13.2"
"20210417","사과","5000","060100","90000","1700.0","137000","2640.0","139000","2680.0"
"20210416","사과","81000","060100","93000","14.8","143000","76.5","162750","100.9"
"20210415","사과","108000","060100","123000","13.9","95000","-12.0","114250","5.8"
"20210414","사과","92000","060100","null","0.0","126000","37.0","106500","15.8"
"20210413","사과","101000","060100","12000","-88.1","193000","91.1","135800","34.5"
"20210412","사과","105000","060100","127000","21.0","193000","83.8","159600","52.0"
"20210410","사과","27000","060100","126000","366.7","193000","614.8","151000","459.3"
"20210409","사과","139000","060100","85000","-38.8","282000","102.9","176750","27.2"
"20210408","사과","125000","060100","110000","-12.0","124000","-0.8","151250","21.0"
"20210407","사과","91000","060100","null","0.0","58000","-36.3","103750","14.0"
"20210406","사과","119000","060100","25000","-79.0","202000","69.7","149400","25.5"
"20210405","사과","144000","060100","113000","-21.5","null","0.0","152750","6.1"
"20210403","사과","24000","060100","86000","258.3","186000","675.0","167000","595.8"
"20210402","사과","112000","060100","83000","-25.9","104000","-7.1","138750","23.9"
"20210401","사과","102000","060100","48000","-52.9","143000","40.2","157500","54.4"
"20210331","사과","72000","060100","null","0.0","116000","61.1","191250","165.6"
"20210330","사과","81000","060100","null","0.0","187000","130.9","121600","50.1"
"20210329","사과","274000","060100","null","0.0","null","0.0","125750","-54.1"
"20210327","사과","21000","060100","9000","-57.1","140000","566.7","125500","497.6"
"20210326","사과","109000","060100","97000","-11.0","103000","-5.5","131250","20.4"
"20210325","사과","82000","060100","58000","-29.3","132000","61.0","137750","68.0"
"20210324","사과","76000","060100","80000","5.3","151000","98.7","144250","89.8"
"20210323","사과","103000","060100","163000","58.3","282000","173.8","169200","64.3"
"20210322","사과","106000","060100","86000","-18.9","null","0.0","133500","25.9"
"20210320","사과","16000","060100","13000","-18.8","114000","612.5","141000","781.3"
"20210319","사과","94000","060100","93000","-1.1","153000","62.8","152500","62.2"
"20210318","사과","85000","060100","57000","-32.9","140000","64.7","157500","85.3"
"20210317","사과","90000","060100","66000","-26.7","97000","7.8","119500","32.8"
"20210316","사과","93000","060100","38000","-59.1","194000","108.6","143000","53.8"
"20210315","사과","123000","060100","42000","-65.9","null","0.0","135250","10.0"
"20210313","사과","12000","060100","null","0.0","142000","1083.3","141000","1075.0"
"20210312","사과","127000","060100","null","0.0","134000","5.5","141000","11.0"
"20210311","사과","96000","060100","null","0.0","115000","19.8","140250","46.1"
"20210310","사과","126000","060100","7000","-94.4","186000","47.6","153750","22.0"
"20210309","사과","85000","060100","25000","-70.6","219000","157.6","148800","75.1"
"20210308","사과","110000","060100","101000","-8.2","null","0.0","160500","45.9"
"20210306","사과","25000","060100","67000","168.0","184000","636.0","161000","544.0"
"20210305","사과","113000","060100","205000","81.4","159000","40.7","134500","19.0"
"20210304","사과","76000","060100","238000","213.2","178000","134.2","178500","134.9"
"20210303","사과","86000","060100","257000","198.8","201000","133.7","138500","61.0"
"20210302","사과","83000","060100","298000","259.0","238000","186.7","128600","54.9"
"20210301","사과","48000","060100","338000","604.2","null","0.0","118750","147.4"
"20210227","사과","9000","060100","203000","2155.6","96000","966.7","93200","935.6"
"20210226","사과","97000","060100","223000","129.9","126000","29.9","119500","23.2"
"20210225","사과","58000","060100","210000","262.1","119000","105.2","111500","92.2"
"20210224","사과","80000","060100","null","0.0","147000","83.8","123750","54.7"
"20210223","사과","163000","060100","62000","-62.0","null","0.0","97500","-40.2"
"20210222","사과","86000","060100","214000","148.8","19000","-77.9","116000","34.9"
"20210220","사과","13000","060100","146000","1023.1","97000","646.2","92000","607.7"
"20210219","사과","93000","060100","126000","35.5","137000","47.3","107250","15.3"
"20210218","사과","57000","060100","248000","335.1","118000","107.0","104000","82.5"
"20210217","사과","66000","060100","null","0.0","148000","124.2","134000","103.0"
"20210216","사과","38000","060100","47000","23.7","null","0.0","108333","185.1"
"20210215","사과","42000","060100","157000","273.8","17000","-59.5","90500","115.5"
"20210210","사과","7000","060100","null","0.0","147000","2000.0","209333","2890.5"
"20210209","사과","25000","060100","22000","-12.0","null","0.0","214333","757.3"
"20210208","사과","101000","060100","34000","-66.3","28000","-72.3","179500","77.7"
"20210206","사과","67000","060100","87000","29.9","142000","111.9","191250","185.4"
"20210205","사과","205000","060100","120000","-41.5","91000","-55.6","299333","46.0"
"20210204","사과","238000","060100","403000","69.3","111000","-53.4","92500","-61.1"
"20210203","사과","257000","060100","null","0.0","229000","-10.9","242000","-5.8"
"20210202","사과","298000","060100","null","0.0","null","0.0","250250","-16.0"
"20210201","사과","338000","060100","null","0.0","24000","-92.9","267250","-20.9"
"20210130","사과","79000","060100","88000","11.4","54000","-31.6","212000","168.4"
"20210129","사과","215000","060100","88000","-59.1","45000","-79.1","286250","33.1"
"20210128","사과","235000","060100","179000","-23.8","35000","-85.1","325000","38.3"
"20210127","사과","203000","060100","null","0.0","null","0.0","201333","-0.8"
"20210126","사과","223000","060100","26000","-88.3","null","0.0","173250","-22.3"
"20210125","사과","210000","060100","108000","-48.6","null","0.0","249000","18.6"
"20210123","사과","62000","060100","112000","80.6","25000","-59.7","202200","226.1"
"20210122","사과","214000","060100","104000","-51.4","55000","-74.3","287750","34.5"
"20210121","사과","154000","060100","105000","-31.8","121000","-21.4","251500","63.3"
"20210120","사과","146000","060100","null","0.0","322000","120.5","228250","56.3"
"20210119","사과","126000","060100","23000","-81.7","null","0.0","246500","95.6"
"20210118","사과","248000","060100","122000","-50.8","121000","-51.2","269800","8.8"
"20210116","사과","47000","060100","101000","114.9","249000","429.8","257000","446.8"
"20210115","사과","157000","060100","86000","-45.2","355000","126.1","280000","78.3"
"20210114","사과","100000","060100","98000","-2.0","318000","218.0","240000","140.0"
"20210113","사과","131000","060100","null","0.0","488000","272.5","285250","117.7"
"20210112","사과","112000","060100","65000","-42.0","null","0.0","189250","69.0"
"20210111","사과","116000","060100","116000","0.0","null","0.0","247000","112.9"
"20210109","사과","22000","060100","94000","327.3","260000","1081.8","221200","905.5"
"20210108","사과","34000","060100","198000","482.4","195000","473.5","209750","516.9"
"20210107","사과","93000","060100","146000","57.0","152000","63.4","180000","93.5"
"20210106","사과","87000","060100","null","0.0","295000","239.1","202750","133.0"
"20210105","사과","120000","060100","30000","-75.0","null","0.0","146000","21.7"
"20210104","사과","403000","060100","163000","-59.6","47000","-88.3","211000","-47.6"
"20201231","사과","23000","060100","153000","565.2","117000","408.7","151250","557.6"
"20201230","사과","88000","060100","153000","73.9","92000","4.5","135000","53.4"
"20201229","사과","88000","060100","null","0.0","null","0.0","100500","14.2"
"20201228","사과","179000","060100","16000","-91.1","28000","-84.4","135800","-24.1"
"20201226","사과","26000","060100","107000","311.5","68000","161.5","105400","305.4"
"20201225","사과","108000","060100","89000","-17.6","158000","46.3","143000","32.4"
"20201224","사과","159000","060100","105000","-34.0","104000","-34.6","134250","-15.6"
"20201223","사과","112000","060100","141000","25.9","231000","106.3","163500","46.0"
"20201222","사과","104000","060100","null","0.0","null","0.0","153250","47.4"
"20201221","사과","105000","060100","63000","-40.0","21000","-80.0","155400","48.0"
"20201219","사과","23000","060100","99000","330.4","99000","330.4","135200","487.8"
"20201218","사과","122000","060100","186000","52.5","88000","-27.9","169750","39.1"
"20201217","사과","65000","060100","89000","36.9","127000","95.4","152250","134.2"
"20201216","사과","101000","060100","172000","70.3","224000","121.8","175250","73.5"
"20201215","사과","86000","060100","null","0.0","null","0.0","151750","76.5"
"20201214","사과","98000","060100","50000","-49.0","43000","-56.1","139600","42.4"
"20201212","사과","65000","060100","81000","24.6","143000","120.0","133200","104.9"
"20201211","사과","116000","060100","155000","33.6","143000","23.3","164500","41.8"
"20201210","사과","90000","060100","134000","48.9","134000","48.9","132000","46.7"
"20201209","사과","94000","060100","157000","67.0","null","0.0","152000","61.7"
"20201208","사과","198000","060100","null","0.0","192000","-3.0","135200","-31.7"
"20201207","사과","146000","060100","63000","-56.8","51000","-65.1","156000","6.8"
"20201205","사과","30000","060100","134000","346.7","147000","390.0","147000","390.0"
"20201204","사과","163000","060100","145000","-11.0","155000","-4.9","141250","-13.3"
"20201203","사과","94000","060100","148000","57.4","111000","18.1","135500","44.1"
"20201202","사과","83000","060100","204000","145.8","243000","192.8","202000","143.4"
"20201201","사과","87000","060100","null","0.0","null","0.0","131000","50.6"
"20201130","사과","153000","060100","125000","-18.3","88000","-42.5","189600","23.9"
"20201128","사과","16000","060100","169000","956.3","117000","631.3","119600","647.5"
"20201127","사과","131000","060100","156000","19.1","133000","1.5","147333","12.5"
"20201126","사과","107000","060100","205000","91.6","111000","3.7","208500","94.9"
"20201125","사과","89000","060100","null","0.0","155000","74.2","156500","75.8"
"20201124","사과","105000","060100","97000","-7.6","null","0.0","155500","48.1"
"20201123","사과","141000","060100","149000","5.7","65000","-53.9","154200","9.4"
"20201121","사과","63000","060100","133000","111.1","122000","93.7","145600","131.1"
"20201120","사과","110000","060100","135000","22.7","144000","30.9","177750","61.6"
"20201119","사과","99000","060100","203000","105.1","147000","48.5","157250","58.8"
"20201118","사과","186000","060100","null","0.0","162000","-12.9","155750","-16.3"
"20201117","사과","89000","060100","79000","-11.2","null","0.0","152500","71.3"
"20201116","사과","172000","060100","185000","7.6","48000","-72.1","157400","-8.5"
"20201114","사과","50000","060100","193000","286.0","128000","156.0","149600","199.2"
"20201113","사과","145000","060100","156000","7.6","156000","7.6","167750","15.7"
"20201112","사과","81000","060100","278000","243.2","174000","114.8","169250","109.0"
"20201111","사과","155000","060100","null","0.0","191000","23.2","167250","7.9"
"20201110","사과","134000","060100","101000","-24.6","null","0.0","168000","25.4"
"20201109","사과","157000","060100","135000","-14.0","99000","-36.9","192200","22.4"
"20201107","사과","63000","060100","83000","31.7","129000","104.8","182600","189.8"
"20201106","사과","145000","060100","67000","-53.8","208000","43.4","209500","44.5"
"20201105","사과","134000","060100","6000","-95.5","196000","46.3","204500","52.6"
"20201104","사과","145000","060100","null","0.0","290000","100.0","203250","40.2"
"20201103","사과","148000","060100","null","0.0","null","0.0","200750","35.6"
"20201102","사과","204000","060100","null","0.0","174000","-14.7","208600","2.3"
"20201031","사과","66000","060100","33000","-50.0","186000","181.8","183000","177.3"
"20201030","사과","125000","060100","33000","-73.6","180000","44.0","171000","36.8"
"20201029","사과","141000","060100","32000","-77.3","143000","1.4","161000","14.2"
"20201028","사과","169000","060100","224000","32.5","168000","-0.6","163000","-3.6"
"20201027","사과","156000","060100","null","0.0","null","0.0","172000","10.3"
"20201026","사과","205000","060100","207000","1.0","127000","-38.0","185000","-9.8"
"20201024","사과","97000","060100","249000","156.7","185000","90.7","173000","78.4"
"20201023","사과","149000","060100","265000","77.9","174000","16.8","182750","22.7"
"20201022","사과","142000","060100","136000","-4.2","184000","29.6","219750","54.8"
"20201021","사과","133000","060100","417000","213.5","279000","109.8","212750","60.0"
"20201020","사과","135000","060100","null","0.0","null","0.0","205750","52.4"
"20201019","사과","203000","060100","266000","31.0","148000","-27.1","202000","-0.5"
"20201017","사과","79000","060100","247000","212.7","216000","173.4","200800","154.2"
"20201016","사과","185000","060100","227000","22.7","222000","20.0","230250","24.5"
"20201015","사과","141000","060100","258000","83.0","190000","34.8","215000","52.5"
"20201014","사과","193000","060100","182000","-5.7","255000","32.1","186500","-3.4"
"20201013","사과","156000","060100","null","0.0","null","0.0","166000","6.4"
"20201012","사과","278000","060100","194000","-30.2","117000","-57.9","170000","-38.8"
"20201010","사과","101000","060100","253000","150.5","121000","19.8","146800","45.3"
"20201009","사과","135000","060100","278000","105.9","110000","-18.5","129250","-4.3"
"20201008","사과","122000","060100","291000","138.5","171000","40.2","154500","26.6"
"20201007","사과","83000","060100","336000","304.8","180000","116.9","166000","100.0"
"20201006","사과","67000","060100","null","0.0","null","0.0","156667","133.8"
"20201005","사과","6000","060100","161000","2583.3","99000","1550.0","184750","2979.2"
"20200930","사과","33000","060100","null","0.0","192000","481.8","245500","643.9"
"20200929","사과","32000","060100","157000","390.6","null","0.0","144000","350.0"
"20200928","사과","224000","060100","200000","-10.7","94000","-58.0","158000","-29.5"
"20200926","사과","207000","060100","177000","-14.5","155000","-25.1","241333","16.6"
"20200925","사과","229000","060100","145000","-36.7","269000","17.5","321667","40.5"
"20200924","사과","249000","060100","229000","-8.0","197000","-20.9","230333","-7.5"
"20200923","사과","265000","060100","null","0.0","122000","-54.0","283750","7.1"
