"°Å·¡ÀÏÀÚ","Ç°¸ñ¸í","¹ÝÀÔ·®(KG)","Ç°¸ñÄÚµå","Àü¿ù¹ÝÀÔ·®(KG)","Àü¿ù¹ÝÀÔ·®Áõ°¨·ü(%)","Àü³â¹ÝÀÔ·®(KG)","Àü³â¹ÝÀÔ·®Áõ°¨·ü(%)","Æò³â¹ÝÀÔ·®(KG)","Æò³â¹ÝÀÔ·®Áõ°¨·ü(%)"
"20231113","¸¶´Ã","26000","120900","11000","-57.7","null","0.0","33750","29.8"
"20231111","¸¶´Ã","18000","120900","11000","-38.9","24000","33.3","28250","56.9"
"20231110","¸¶´Ã","28000","120900","9000","-67.9","20000","-28.6","20250","-27.7"
"20231109","¸¶´Ã","28000","120900","18000","-35.7","28000","0.0","25600","-8.6"
"20231108","¸¶´Ã","29000","120900","null","0.0","20000","-31.0","31750","9.5"
"20231107","¸¶´Ã","32000","120900","8000","-75.0","32000","0.0","27250","-14.8"
"20231106","¸¶´Ã","19000","120900","8000","-57.9","null","0.0","29750","56.6"
"20231103","¸¶´Ã","16000","120900","14000","-12.5","28000","75.0","20000","25.0"
"20231102","¸¶´Ã","13000","120900","11000","-15.4","43000","230.8","25400","95.4"
"20231101","¸¶´Ã","13000","120900","null","0.0","22000","69.2","27750","113.5"
"20231031","¸¶´Ã","14000","120900","null","0.0","11000","-21.4","23250","66.1"
"20231030","¸¶´Ã","18000","120900","null","0.0","null","0.0","26250","45.8"
"20231028","¸¶´Ã","11000","120900","8000","-27.3","100000","809.1","45500","313.6"
"20231027","¸¶´Ã","10000","120900","17000","70.0","21000","110.0","19250","92.5"
"20231026","¸¶´Ã","15000","120900","14000","-6.7","21000","40.0","20000","33.3"
"20231025","¸¶´Ã","10000","120900","29000","190.0","21000","110.0","26250","162.5"
"20231024","¸¶´Ã","11000","120900","null","0.0","20000","81.8","22500","104.5"
"20231023","¸¶´Ã","30000","120900","8000","-73.3","null","0.0","19750","-34.2"
"20231021","¸¶´Ã","11000","120900","11000","0.0","20000","81.8","20250","84.1"
"20231020","¸¶´Ã","10000","120900","15000","50.0","17000","70.0","21000","110.0"
"20231019","¸¶´Ã","12000","120900","14000","16.7","24000","100.0","23200","93.3"
"20231018","¸¶´Ã","11000","120900","22000","100.0","52000","372.7","26000","136.4"
"20231017","¸¶´Ã","13000","120900","null","0.0","11000","-15.4","15750","21.2"
"20231016","¸¶´Ã","16000","120900","17000","6.3","null","0.0","15250","-4.7"
"20231014","¸¶´Ã","14000","120900","11000","-21.4","24000","71.4","22750","62.5"
"20231013","¸¶´Ã","11000","120900","11000","0.0","21000","90.9","20000","81.8"
"20231012","¸¶´Ã","9000","120900","15000","66.7","16000","77.8","19000","111.1"
"20231011","¸¶´Ã","11000","120900","18000","63.6","28000","154.5","20750","88.6"
"20231010","¸¶´Ã","9000","120900","null","0.0","16000","77.8","21000","133.3"
"20231009","¸¶´Ã","18000","120900","12000","-33.3","null","0.0","15500","-13.9"
"20231007","¸¶´Ã","8000","120900","11000","37.5","20000","150.0","-88250","-1203.1"
"20231006","¸¶´Ã","8000","120900","17000","112.5","14000","75.0","16500","106.3"
"20231005","¸¶´Ã","8000","120900","15000","87.5","17000","112.5","15200","90.0"
"20231004","¸¶´Ã","8000","120900","22000","175.0","15000","87.5","16250","103.1"
"20231003","¸¶´Ã","14000","120900","null","0.0","19000","35.7","16333","16.7"
"20231002","¸¶´Ã","11000","120900","9000","-18.2","null","0.0","21000","90.9"
"20230928","¸¶´Ã","8000","120900","13000","62.5","26000","225.0","25400","217.5"
"20230927","¸¶´Ã","17000","120900","null","0.0","13000","-23.5","13750","-19.1"
"20230926","¸¶´Ã","14000","120900","7000","-50.0","26000","85.7","43333","209.5"
"20230925","¸¶´Ã","29000","120900","43000","48.3","null","0.0","23667","-18.4"
"20230923","¸¶´Ã","8000","120900","9000","12.5","29000","262.5","23000","187.5"
"20230922","¸¶´Ã","10000","120900","16000","60.0","27000","170.0","21333","113.3"
"20230921","¸¶´Ã","11000","120900","25000","127.3","null","0.0","22333","103.0"
"20230920","¸¶´Ã","15000","120900","null","0.0","45000","200.0","29333","95.6"
"20230919","¸¶´Ã","14000","120900","9000","-35.7","13000","-7.1","20250","44.6"
"20230918","¸¶´Ã","22000","120900","30000","36.4","null","0.0","31750","44.3"
"20230916","¸¶´Ã","17000","120900","11000","-35.3","26000","52.9","28750","69.1"
"20230915","¸¶´Ã","14000","120900","11000","-21.4","32000","128.6","348000","2385.7"
"20230914","¸¶´Ã","11000","120900","17000","54.5","13000","18.2","21000","90.9"
"20230913","¸¶´Ã","11000","120900","null","0.0","9000","-18.2","14333","30.3"
"20230912","¸¶´Ã","15000","120900","9000","-40.0","null","0.0","51000","240.0"
"20230911","¸¶´Ã","18000","120900","13000","-27.8","null","0.0","22250","23.6"
"20230909","¸¶´Ã","12000","120900","21000","75.0","42000","250.0","23000","91.7"
"20230908","¸¶´Ã","10000","120900","29000","190.0","40000","300.0","24500","145.0"
"20230907","¸¶´Ã","11000","120900","12000","9.1","40000","263.6","33800","207.3"
"20230906","¸¶´Ã","17000","120900","null","0.0","41000","141.2","24000","41.2"
"20230905","¸¶´Ã","15000","120900","null","0.0","21000","40.0","22250","48.3"
"20230904","¸¶´Ã","22000","120900","11000","-50.0","null","0.0","18750","-14.8"
"20230902","¸¶´Ã","9000","120900","14000","55.6","72000","700.0","30750","241.7"
"20230901","¸¶´Ã","14000","120900","11000","-21.4","35000","150.0","21750","55.4"
"20230831","¸¶´Ã","8000","120900","13000","62.5","47000","487.5","26200","227.5"
"20230830","¸¶´Ã","44000","120900","null","0.0","30000","-31.8","21000","-52.3"
"20230829","¸¶´Ã","11000","120900","24000","118.2","13000","18.2","19250","75.0"
"20230828","¸¶´Ã","13000","120900","10000","-23.1","null","0.0","16250","25.0"
"20230826","¸¶´Ã","7000","120900","11000","57.1","31000","342.9","110500","1478.6"
"20230825","¸¶´Ã","43000","120900","13000","-69.8","24000","-44.2","37750","-12.2"
"20230824","¸¶´Ã","9000","120900","15000","66.7","27000","200.0","41200","357.8"
"20230823","¸¶´Ã","9000","120900","null","0.0","28000","211.1","28750","219.4"
"20230822","¸¶´Ã","16000","120900","14000","-12.5","26000","62.5","19000","18.8"
"20230821","¸¶´Ã","25000","120900","14000","-44.0","null","0.0","15500","-38.0"
"20230819","¸¶´Ã","9000","120900","23000","155.6","16000","77.8","20750","130.6"
"20230818","¸¶´Ã","30000","120900","16000","-46.7","19000","-36.7","14750","-50.8"
"20230817","¸¶´Ã","9000","120900","21000","133.3","14000","55.6","16400","82.2"
"20230816","¸¶´Ã","11000","120900","null","0.0","24000","118.2","19000","72.7"
"20230815","¸¶´Ã","11000","120900","7000","-36.4","14000","27.3","15500","40.9"
"20230814","¸¶´Ã","17000","120900","10000","-41.2","null","0.0","17250","1.5"
"20230812","¸¶´Ã","9000","120900","12000","33.3","14000","55.6","23500","161.1"
"20230811","¸¶´Ã","13000","120900","25000","92.3","11000","-15.4","22000","69.2"
"20230810","¸¶´Ã","31000","120900","15000","-51.6","14000","-54.8","16000","-48.4"
"20230809","¸¶´Ã","21000","120900","null","0.0","14000","-33.3","130000","519.0"
"20230808","¸¶´Ã","29000","120900","17000","-41.4","14000","-51.7","15333","-47.1"
"20230807","¸¶´Ã","12000","120900","18000","50.0","null","0.0","35000","191.7"
"20230804","¸¶´Ã","11000","120900","29000","163.6","17000","54.5","23667","115.2"
"20230803","¸¶´Ã","31000","120900","39000","25.8","15000","-51.6","14750","-52.4"
"20230802","¸¶´Ã","14000","120900","null","0.0","18000","28.6","19000","35.7"
"20230801","¸¶´Ã","11000","120900","18000","63.6","14000","27.3","43000","290.9"
"20230731","¸¶´Ã","13000","120900","29000","123.1","null","0.0","15750","21.2"
"20230729","¸¶´Ã","24000","120900","68000","183.3","61000","154.2","28750","19.8"
"20230728","¸¶´Ã","10000","120900","33000","230.0","12000","20.0","20750","107.5"
"20230727","¸¶´Ã","22000","120900","19000","-13.6","10000","-54.5","16800","-23.6"
"20230726","¸¶´Ã","11000","120900","43000","290.9","11000","0.0","16000","45.5"
"20230725","¸¶´Ã","13000","120900","null","0.0","19000","46.2","15500","19.2"
"20230724","¸¶´Ã","15000","120900","58000","286.7","null","0.0","20000","33.3"
"20230722","¸¶´Ã","14000","120900","37000","164.3","15000","7.1","24750","76.8"
"20230721","¸¶´Ã","14000","120900","32000","128.6","10000","-28.6","14750","5.4"
"20230720","¸¶´Ã","9000","120900","51000","466.7","9000","0.0","16800","86.7"
"20230719","¸¶´Ã","23000","120900","64000","178.3","15000","-34.8","18500","-19.6"
"20230718","¸¶´Ã","16000","120900","null","0.0","12000","-25.0","18750","17.2"
"20230717","¸¶´Ã","21000","120900","37000","76.2","null","0.0","25750","22.6"
"20230715","¸¶´Ã","7000","120900","46000","557.1","10000","42.9","23750","239.3"
"20230714","¸¶´Ã","10000","120900","49000","390.0","17000","70.0","20000","100.0"
"20230713","¸¶´Ã","17000","120900","47000","176.5","13000","-23.5","24000","41.2"
"20230712","¸¶´Ã","12000","120900","75000","525.0","11000","-8.3","23000","91.7"
"20230711","¸¶´Ã","25000","120900","null","0.0","12000","-52.0","21750","-13.0"
"20230710","¸¶´Ã","15000","120900","49000","226.7","null","0.0","23750","58.3"
"20230708","¸¶´Ã","17000","120900","90000","429.4","14000","-17.6","28750","69.1"
"20230707","¸¶´Ã","18000","120900","71000","294.4","27000","50.0","29000","61.1"
"20230706","¸¶´Ã","40000","120900","70000","75.0","19000","-52.5","34400","-14.0"
"20230705","¸¶´Ã","11000","120900","91000","727.3","25000","127.3","29250","165.9"
"20230704","¸¶´Ã","29000","120900","null","0.0","21000","-27.6","30000","3.4"
"20230703","¸¶´Ã","39000","120900","52000","33.3","null","0.0","27500","-29.5"
"20230701","¸¶´Ã","18000","120900","69000","283.3","33000","83.3","38750","115.3"
"20230630","¸¶´Ã","29000","120900","44000","51.7","10000","-65.5","27500","-5.2"
"20230629","¸¶´Ã","68000","120900","89000","30.9","17000","-75.0","32200","-52.6"
"20230628","¸¶´Ã","33000","120900","null","0.0","34000","3.0","46000","39.4"
"20230627","¸¶´Ã","19000","120900","29000","52.6","53000","178.9","38250","101.3"
"20230626","¸¶´Ã","43000","120900","59000","37.2","null","0.0","55250","28.5"
"20230624","¸¶´Ã","58000","120900","45000","-22.4","52000","-10.3","68000","17.2"
"20230623","¸¶´Ã","41000","120900","69000","68.3","41000","0.0","35500","-13.4"
"20230622","¸¶´Ã","37000","120900","96000","159.5","49000","32.4","45200","22.2"
"20230621","¸¶´Ã","32000","120900","null","0.0","39000","21.9","54500","70.3"
"20230620","¸¶´Ã","51000","120900","35000","-31.4","69000","35.3","42000","-17.6"
"20230619","¸¶´Ã","64000","120900","70000","9.4","null","0.0","37000","-42.2"
"20230617","¸¶´Ã","37000","120900","52000","40.5","38000","2.7","51500","39.2"
"20230616","¸¶´Ã","56000","120900","65000","16.1","32000","-42.9","36250","-35.3"
"20230615","¸¶´Ã","46000","120900","55000","19.6","65000","41.3","49000","6.5"
"20230614","¸¶´Ã","49000","120900","null","0.0","61000","24.5","56250","14.8"
"20230613","¸¶´Ã","47000","120900","103000","119.1","78000","66.0","69250","47.3"
"20230612","¸¶´Ã","75000","120900","60000","-20.0","null","0.0","49750","-33.7"
"20230610","¸¶´Ã","49000","120900","12000","-75.5","109000","122.4","69000","40.8"
"20230609","¸¶´Ã","43000","120900","18000","-58.1","56000","30.2","80000","86.0"
"20230608","¸¶´Ã","90000","120900","39000","-56.7","43000","-52.2","58000","-35.6"
"20230607","¸¶´Ã","71000","120900","null","0.0","35000","-50.7","58250","-18.0"
"20230606","¸¶´Ã","70000","120900","20000","-71.4","88000","25.7","86000","22.9"
"20230605","¸¶´Ã","91000","120900","16000","-82.4","null","0.0","67250","-26.1"
"20230603","¸¶´Ã","52000","120900","14000","-73.1","42000","-19.2","91250","75.5"
"20230602","¸¶´Ã","34000","120900","29000","-14.7","58000","70.6","55500","63.2"
"20230429","¸¶´Ã","29000","120900","39000","34.5","29000","0.0","31750","9.5"
"20230428","¸¶´Ã","8000","120900","21000","162.5","14000","75.0","21750","171.9"
"20230427","¸¶´Ã","23000","120900","29000","26.1","26000","13.0","33200","44.3"
"20230426","¸¶´Ã","8000","120900","null","0.0","24000","200.0","25500","218.8"
"20230425","¸¶´Ã","20000","120900","19000","-5.0","36000","80.0","25250","26.3"
"20230424","¸¶´Ã","41000","120900","21000","-48.8","null","0.0","21750","-47.0"
"20230422","¸¶´Ã","12000","120900","17000","41.7","34000","183.3","25250","110.4"
"20230421","¸¶´Ã","12000","120900","19000","58.3","16000","33.3","17250","43.8"
"20230420","¸¶´Ã","28000","120900","23000","-17.9","38000","35.7","39800","42.1"
"20230419","¸¶´Ã","17000","120900","null","0.0","20000","17.6","51500","202.9"
"20230418","¸¶´Ã","14000","120900","12000","-14.3","null","0.0","25000","78.6"
"20230417","¸¶´Ã","20000","120900","15000","-25.0","null","0.0","21000","5.0"
"20230415","¸¶´Ã","29000","120900","20000","-31.0","19000","-34.5","32000","10.3"
"20230414","¸¶´Ã","15000","120900","11000","-26.7","20000","33.3","20250","35.0"
"20230413","¸¶´Ã","18000","120900","24000","33.3","21000","16.7","22600","25.6"
"20230412","¸¶´Ã","18000","120900","null","0.0","34000","88.9","32200","78.9"
"20230411","¸¶´Ã","21000","120900","13000","-38.1","35000","66.7","25500","21.4"
"20230410","¸¶´Ã","31000","120900","20000","-35.5","null","0.0","33250","7.3"
"20230408","¸¶´Ã","15000","120900","19000","26.7","24000","60.0","23250","55.0"
"20230407","¸¶´Ã","20000","120900","21000","5.0","16000","-20.0","25000","25.0"
"20230406","¸¶´Ã","16000","120900","20000","25.0","17000","6.3","23600","47.5"
"20230405","¸¶´Ã","20000","120900","null","0.0","20000","0.0","21500","7.5"
"20230404","¸¶´Ã","18000","120900","15000","-16.7","29000","61.1","26500","47.2"
"20230403","¸¶´Ã","30000","120900","20000","-33.3","null","0.0","25500","-15.0"
"20230401","¸¶´Ã","24000","120900","15000","-37.5","23000","-4.2","28250","17.7"
"20230331","¸¶´Ã","25000","120900","12000","-52.0","25000","0.0","68250","173.0"
"20230330","¸¶´Ã","21000","120900","12000","-42.9","20000","-4.8","29600","41.0"
"20230329","¸¶´Ã","39000","120900","12000","-69.2","34000","-12.8","28500","-26.9"
"20230328","¸¶´Ã","21000","120900","12000","-42.9","16000","-23.8","29250","39.3"
"20230327","¸¶´Ã","29000","120900","31000","6.9","null","0.0","29000","0.0"
"20230325","¸¶´Ã","19000","120900","16000","-15.8","58000","205.3","39000","105.3"
"20230324","¸¶´Ã","21000","120900","11000","-47.6","12000","-42.9","25000","19.0"
"20230323","¸¶´Ã","18000","120900","13000","-27.8","14000","-22.2","27800","54.4"
"20230322","¸¶´Ã","17000","120900","11000","-35.3","18000","5.9","26500","55.9"
"20230321","¸¶´Ã","19000","120900","15000","-21.1","20000","5.3","24750","30.3"
"20230320","¸¶´Ã","23000","120900","21000","-8.7","null","0.0","24250","5.4"
"20230318","¸¶´Ã","12000","120900","10000","-16.7","15000","25.0","23000","91.7"
"20230317","¸¶´Ã","15000","120900","19000","26.7","39000","160.0","33000","120.0"
"20230316","¸¶´Ã","20000","120900","14000","-30.0","19000","-5.0","21800","9.0"
"20230315","¸¶´Ã","20000","120900","12000","-40.0","12000","-40.0","40000","100.0"
"20230314","¸¶´Ã","11000","120900","11000","0.0","18000","63.6","21750","97.7"
"20230313","¸¶´Ã","24000","120900","27000","12.5","null","0.0","29250","21.9"
"20230311","¸¶´Ã","13000","120900","11000","-15.4","null","0.0","23000","76.9"
"20230310","¸¶´Ã","20000","120900","20000","0.0","10000","-50.0","18500","-7.5"
"20230309","¸¶´Ã","11000","120900","8000","-27.3","11000","0.0","21200","92.7"
"20230308","¸¶´Ã","19000","120900","11000","-42.1","11000","-42.1","19000","0.0"
"20230307","¸¶´Ã","21000","120900","18000","-14.3","16000","-23.8","18250","-13.1"
"20230306","¸¶´Ã","20000","120900","21000","5.0","null","0.0","18000","-10.0"
"20230304","¸¶´Ã","15000","120900","14000","-6.7","16000","6.7","23250","55.0"
"20230303","¸¶´Ã","20000","120900","13000","-35.0","15000","-25.0","20500","2.5"
"20230302","¸¶´Ã","33000","120900","10000","-69.7","11000","-66.7","19600","-40.6"
"20230301","¸¶´Ã","15000","120900","18000","20.0","13000","-13.3","14000","-6.7"
"20230228","¸¶´Ã","12000","120900","12000","0.0","18000","50.0","19000","58.3"
"20230227","¸¶´Ã","31000","120900","54000","74.2","null","0.0","18750","-39.5"
"20230225","¸¶´Ã","16000","120900","15000","-6.3","27000","68.8","27000","68.8"
"20230224","¸¶´Ã","11000","120900","null","0.0","12000","9.1","17500","59.1"
"20230223","¸¶´Ã","13000","120900","null","0.0","11000","-15.4","13500","3.8"
"20230222","¸¶´Ã","11000","120900","null","0.0","14000","27.3","20600","87.3"
"20230221","¸¶´Ã","15000","120900","4000","-73.3","17000","13.3","16000","6.7"
"20230220","¸¶´Ã","21000","120900","26000","23.8","null","0.0","15000","-28.6"
"20230218","¸¶´Ã","10000","120900","21000","110.0","11000","10.0","21750","117.5"
"20230217","¸¶´Ã","19000","120900","22000","15.8","24000","26.3","24667","29.8"
"20230216","¸¶´Ã","14000","120900","19000","35.7","9000","-35.7","13667","-2.4"
"20230215","¸¶´Ã","12000","120900","null","0.0","12000","0.0","30400","153.3"
"20230214","¸¶´Ã","11000","120900","22000","100.0","17000","54.5","21250","93.2"
"20230213","¸¶´Ã","27000","120900","22000","-18.5","null","0.0","21000","-22.2"
"20230211","¸¶´Ã","11000","120900","19000","72.7","42000","281.8","24000","118.2"
"20230210","¸¶´Ã","20000","120900","33000","65.0","18000","-10.0","21750","8.8"
"20230209","¸¶´Ã","8000","120900","12000","50.0","9000","12.5","17250","115.6"
"20230208","¸¶´Ã","11000","120900","null","0.0","9000","-18.2","21600","96.4"
"20230207","¸¶´Ã","18000","120900","19000","5.6","14000","-22.2","17667","-1.9"
"20230206","¸¶´Ã","21000","120900","20000","-4.8","null","0.0","33000","57.1"
"20230204","¸¶´Ã","14000","120900","31000","121.4","13000","-7.1","14750","5.4"
"20230203","¸¶´Ã","13000","120900","33000","153.8","null","0.0","18667","43.6"
"20230202","¸¶´Ã","10000","120900","null","0.0","null","0.0","23000","130.0"
"20230201","¸¶´Ã","18000","120900","null","0.0","null","0.0","22000","22.2"
"20230131","¸¶´Ã","10000","120900","5000","-50.0","null","0.0","19000","90.0"
"20230130","¸¶´Ã","36000","120900","18000","-50.0","null","0.0","19250","-46.5"
"20230128","¸¶´Ã","12000","120900","36000","200.0","71000","491.7","33500","179.2"
"20230127","¸¶´Ã","54000","120900","18000","-66.7","13000","-75.9","12333","-77.2"
"20230126","¸¶´Ã","7000","120900","15000","114.3","13000","85.7","18250","160.7"
"20230125","¸¶´Ã","15000","120900","null","0.0","14000","-6.7","16000","6.7"
"20230121","¸¶´Ã","4000","120900","17000","325.0","10000","150.0","20500","412.5"
"20230120","¸¶´Ã","26000","120900","15000","-42.3","9000","-65.4","18250","-29.8"
"20230119","¸¶´Ã","35000","120900","9000","-74.3","12000","-65.7","14750","-57.9"
"20230118","¸¶´Ã","21000","120900","null","0.0","14000","-33.3","19400","-7.6"
"20230117","¸¶´Ã","22000","120900","38000","72.7","16000","-27.3","19000","-13.6"
"20230116","¸¶´Ã","19000","120900","13000","-31.6","null","0.0","36250","90.8"
"20230114","¸¶´Ã","22000","120900","25000","13.6","21000","-4.5","19750","-10.2"
"20230113","¸¶´Ã","22000","120900","13000","-40.9","12000","-45.5","17000","-22.7"
"20230112","¸¶´Ã","44000","120900","21000","-52.3","10000","-77.3","15750","-64.2"
"20230111","¸¶´Ã","19000","120900","null","0.0","14000","-26.3","17000","-10.5"
"20230110","¸¶´Ã","33000","120900","10000","-69.7","14000","-57.6","17750","-46.2"
"20230109","¸¶´Ã","12000","120900","22000","83.3","null","0.0","17000","41.7"
"20230107","¸¶´Ã","19000","120900","27000","42.1","23000","21.1","21750","14.5"
"20230106","¸¶´Ã","20000","120900","15000","-25.0","13000","-35.0","17000","-15.0"
"20230105","¸¶´Ã","17000","120900","17000","0.0","18000","5.9","17500","2.9"
"20230104","¸¶´Ã","31000","120900","null","0.0","10000","-67.7","18200","-41.3"
"20230103","¸¶´Ã","33000","120900","14000","-57.6","31000","-6.1","28000","-15.2"
"20221231","¸¶´Ã","5000","120900","20000","300.0","10000","100.0","24750","395.0"
"20221230","¸¶´Ã","18000","120900","20000","11.1","15000","-16.7","16250","-9.7"
"20221229","¸¶´Ã","37000","120900","22000","-40.5","26000","-29.7","42000","13.5"
"20221228","¸¶´Ã","36000","120900","14000","-61.1","8000","-77.8","30800","-14.4"
"20221227","¸¶´Ã","18000","120900","null","0.0","42000","133.3","34500","91.7"
"20221226","¸¶´Ã","15000","120900","27000","80.0","null","0.0","19500","30.0"
"20221224","¸¶´Ã","8000","120900","15000","87.5","20000","150.0","20250","153.1"
"20221223","¸¶´Ã","13000","120900","15000","15.4","17000","30.8","15500","19.2"
"20221222","¸¶´Ã","21000","120900","16000","-23.8","14000","-33.3","16750","-20.2"
"20221221","¸¶´Ã","17000","120900","17000","0.0","9000","-47.1","14400","-15.3"
"20221220","¸¶´Ã","15000","120900","null","0.0","19000","26.7","19250","28.3"
"20221219","¸¶´Ã","9000","120900","58000","544.4","null","0.0","13250","47.2"
"20221217","¸¶´Ã","38000","120900","34000","-10.5","24000","-36.8","16250","-57.2"
"20221216","¸¶´Ã","13000","120900","12000","-7.7","12000","-7.7","11750","-9.6"
"20221215","¸¶´Ã","15000","120900","33000","120.0","11000","-26.7","12750","-15.0"
"20221214","¸¶´Ã","25000","120900","22000","-12.0","14000","-44.0","12600","-49.6"
"20221213","¸¶´Ã","13000","120900","null","0.0","14000","7.7","14750","13.5"
"20221212","¸¶´Ã","21000","120900","29000","38.1","14000","-33.3","20600","-1.9"
"20221210","¸¶´Ã","10000","120900","20000","100.0","22000","120.0","23250","132.5"
"20221209","¸¶´Ã","22000","120900","28000","27.3","29000","31.8","20000","-9.1"
"20221208","¸¶´Ã","42000","120900","20000","-52.4","12000","-71.4","19800","-52.9"
"20221207","¸¶´Ã","27000","120900","32000","18.5","13000","-51.9","18600","-31.1"
"20221206","¸¶´Ã","15000","120900","null","0.0","14000","-6.7","14750","-1.7"
"20221205","¸¶´Ã","17000","120900","13000","-23.5","null","0.0","18000","5.9"
"20221203","¸¶´Ã","14000","120900","28000","100.0","16000","14.3","21000","50.0"
"20221202","¸¶´Ã","20000","120900","43000","115.0","15000","-25.0","16250","-18.8"
"20221201","¸¶´Ã","11000","120900","22000","100.0","33000","200.0","24750","125.0"
"20221130","¸¶´Ã","20000","120900","null","0.0","12000","-40.0","45200","126.0"
"20221129","¸¶´Ã","22000","120900","15000","-31.8","22000","0.0","33500","52.3"
"20221128","¸¶´Ã","14000","120900","100000","614.3","null","0.0","26000","85.7"
"20221126","¸¶´Ã","27000","120900","21000","-22.2","15000","-44.4","27500","1.9"
"20221125","¸¶´Ã","88000","120900","21000","-76.1","10000","-88.6","26500","-69.9"
"20221124","¸¶´Ã","15000","120900","20000","33.3","18000","20.0","21000","40.0"
"20221123","¸¶´Ã","15000","120900","null","0.0","12000","-20.0","27800","85.3"
"20221122","¸¶´Ã","16000","120900","11000","-31.3","44000","175.0","30000","87.5"
"20221121","¸¶´Ã","17000","120900","20000","17.6","null","0.0","33000","94.1"
"20221119","¸¶´Ã","58000","120900","24000","-58.6","33000","-43.1","32250","-44.4"
"20221118","¸¶´Ã","23000","120900","52000","126.1","19000","-17.4","25750","12.0"
"20221117","¸¶´Ã","34000","120900","11000","-67.6","38000","11.8","27500","-19.1"
"20221116","¸¶´Ã","12000","120900","null","0.0","13000","8.3","28600","138.3"
"20221115","¸¶´Ã","33000","120900","9000","-72.7","32000","-3.0","31000","-6.1"
"20221114","¸¶´Ã","22000","120900","24000","9.1","null","0.0","40750","85.2"
"20221112","¸¶´Ã","29000","120900","16000","-44.8","15000","-48.3","41000","41.4"
"20221111","¸¶´Ã","24000","120900","28000","16.7","26000","8.3","27250","13.5"
"20221110","¸¶´Ã","20000","120900","16000","-20.0","17000","-15.0","19250","-3.8"
"20221109","¸¶´Ã","28000","120900","null","0.0","18000","-35.7","27000","-3.6"
"20221108","¸¶´Ã","20000","120900","20000","0.0","27000","35.0","30250","51.3"
"20221107","¸¶´Ã","32000","120900","20000","-37.5","null","0.0","23750","-25.8"
"20221105","¸¶´Ã","13000","120900","17000","30.8","31000","138.5","28250","117.3"
"20221104","¸¶´Ã","24000","120900","15000","-37.5","28000","16.7","21000","-12.5"
"20221103","¸¶´Ã","28000","120900","19000","-32.1","13000","-53.6","22000","-21.4"
"20221102","¸¶´Ã","43000","120900","null","0.0","17000","-60.5","22200","-48.4"
"20221101","¸¶´Ã","22000","120900","48000","118.2","28000","27.3","59000","168.2"
"20221031","¸¶´Ã","11000","120900","18000","63.6","null","0.0","25750","134.1"
"20221029","¸¶´Ã","15000","120900","17000","13.3","14000","-6.7","23000","53.3"
"20221028","¸¶´Ã","100000","120900","26000","-74.0","33000","-67.0","24000","-76.0"
"20221027","¸¶´Ã","21000","120900","13000","-38.1","17000","-19.0","17500","-16.7"
"20221026","¸¶´Ã","21000","120900","26000","23.8","19000","-9.5","18800","-10.5"
"20221025","¸¶´Ã","21000","120900","null","0.0","37000","76.2","23750","13.1"
"20221024","¸¶´Ã","20000","120900","49000","145.0","null","0.0","23500","17.5"
"20221022","¸¶´Ã","11000","120900","27000","145.5","19000","72.7","25750","134.1"
"20221021","¸¶´Ã","20000","120900","null","0.0","13000","-35.0","18500","-7.5"
"20221020","¸¶´Ã","17000","120900","45000","164.7","34000","100.0","20250","19.1"
"20221019","¸¶´Ã","24000","120900","13000","-45.8","19000","-20.8","24400","1.7"
"20221018","¸¶´Ã","52000","120900","null","0.0","14000","-73.1","17500","-66.3"
"20221017","¸¶´Ã","11000","120900","24000","118.2","null","0.0","16500","50.0"
"20221015","¸¶´Ã","9000","120900","32000","255.6","13000","44.4","21000","133.3"
"20221014","¸¶´Ã","24000","120900","13000","-45.8","30000","25.0","19750","-17.7"
"20221013","¸¶´Ã","21000","120900","9000","-57.1","16000","-23.8","17750","-15.5"
"20221012","¸¶´Ã","16000","120900","null","0.0","13000","-18.8","18200","13.8"
"20221011","¸¶´Ã","28000","120900","null","0.0","16000","-42.9","17750","-36.6"
"20221010","¸¶´Ã","16000","120900","null","0.0","null","0.0","20000","25.0"
"20221008","¸¶´Ã","20000","120900","40000","100.0","28000","40.0","21250","6.3"
"20221007","¸¶´Ã","20000","120900","40000","100.0","-438000","-2290.0","-91500","-557.5"
"20221006","¸¶´Ã","14000","120900","41000","192.9","14000","0.0","17333","23.8"
"20221005","¸¶´Ã","17000","120900","21000","23.5","14000","-17.6","14750","-13.2"
"20221004","¸¶´Ã","15000","120900","null","0.0","13000","-13.3","16667","11.1"
"20221003","¸¶´Ã","19000","120900","38000","100.0","null","0.0","12667","-33.3"
"20221001","¸¶´Ã","48000","120900","35000","-27.1","23000","-52.1","20667","-56.9"
"20220930","¸¶´Ã","18000","120900","30000","66.7","11000","-38.9","48500","169.4"
"20220929","¸¶´Ã","17000","120900","13000","-23.5","10000","-41.2","23000","35.3"
"20220928","¸¶´Ã","26000","120900","null","0.0","27000","3.8","31400","20.8"
"20220927","¸¶´Ã","13000","120900","71000","446.2","11000","-15.4","13250","1.9"
"20220926","¸¶´Ã","26000","120900","31000","19.2","null","0.0","43000","65.4"
"20220924","¸¶´Ã","49000","120900","27000","-44.9","24000","-51.0","22333","-54.4"
"20220923","¸¶´Ã","29000","120900","28000","-3.4","null","0.0","19000","-34.5"
