"°Å·¡ÀÏÀÚ","Ç°¸ñ¸í","¹ÝÀÔ·®(KG)","Ç°¸ñÄÚµå","Àü¿ù¹ÝÀÔ·®(KG)","Àü¿ù¹ÝÀÔ·®Áõ°¨·ü(%)","Àü³â¹ÝÀÔ·®(KG)","Àü³â¹ÝÀÔ·®Áõ°¨·ü(%)","Æò³â¹ÝÀÔ·®(KG)","Æò³â¹ÝÀÔ·®Áõ°¨·ü(%)"
"20210824","¸¶´Ã","16000","120900","17000","6.3","130000","712.5","37200","132.5"
"20210823","¸¶´Ã","24000","120900","14000","-41.7","null","0.0","25250","5.2"
"20210821","¸¶´Ã","9000","120900","18000","100.0","13000","44.4","19500","116.7"
"20210820","¸¶´Ã","12000","120900","17000","41.7","11000","-8.3","21750","81.3"
"20210819","¸¶´Ã","31000","120900","20000","-35.5","11000","-64.5","14500","-53.2"
"20210818","¸¶´Ã","13000","120900","null","0.0","13000","0.0","13250","1.9"
"20210817","¸¶´Ã","13000","120900","31000","138.5","22000","69.2","15200","16.9"
"20210816","¸¶´Ã","14000","120900","38000","171.4","null","0.0","30250","116.1"
"20210814","¸¶´Ã","17000","120900","17000","0.0","20000","17.6","16250","-4.4"
"20210813","¸¶´Ã","19000","120900","26000","36.8","25000","31.6","19333","1.8"
"20210812","¸¶´Ã","12000","120900","39000","225.0","41000","241.7","22000","83.3"
"20210811","¸¶´Ã","41000","120900","null","0.0","26000","-36.6","14750","-64.0"
"20210810","¸¶´Ã","12000","120900","24000","100.0","21000","75.0","15600","30.0"
"20210809","¸¶´Ã","441000","120900","23000","-94.8","null","0.0","23250","-94.7"
"20210806","¸¶´Ã","23000","120900","60000","160.9","14000","-39.1","17667","-23.2"
"20210805","¸¶´Ã","13000","120900","27000","107.7","14000","7.7","14000","7.7"
"20210804","¸¶´Ã","36000","120900","null","0.0","18000","-50.0","13333","-63.0"
"20210803","¸¶´Ã","14000","120900","24000","71.4","16000","14.3","12000","-14.3"
"20210802","¸¶´Ã","21000","120900","30000","42.9","null","0.0","18250","-13.1"
"20210731","¸¶´Ã","10000","120900","41000","310.0","21000","110.0","20000","100.0"
"20210730","¸¶´Ã","9000","120900","41000","355.6","20000","122.2","18000","100.0"
"20210729","¸¶´Ã","9000","120900","37000","311.1","17000","88.9","16250","80.6"
"20210728","¸¶´Ã","38000","120900","33000","-13.2","21000","-44.7","13000","-65.8"
"20210727","¸¶´Ã","12000","120900","null","0.0","21000","75.0","16800","40.0"
"20210726","¸¶´Ã","15000","120900","32000","113.3","null","0.0","16000","6.7"
"20210724","¸¶´Ã","17000","120900","23000","35.3","11000","-35.3","21250","25.0"
"20210723","¸¶´Ã","14000","120900","26000","85.7","15000","7.1","17750","26.8"
"20210722","¸¶´Ã","21000","120900","29000","38.1","23000","9.5","24750","17.9"
"20210721","¸¶´Ã","18000","120900","48000","166.7","19000","5.6","13750","-23.6"
"20210720","¸¶´Ã","17000","120900","null","0.0","20000","17.6","18200","7.1"
"20210719","¸¶´Ã","20000","120900","14000","-30.0","null","0.0","17250","-13.8"
"20210717","¸¶´Ã","31000","120900","38000","22.6","28000","-9.7","22000","-29.0"
"20210716","¸¶´Ã","38000","120900","29000","-23.7","25000","-34.2","41250","8.6"
"20210715","¸¶´Ã","18000","120900","42000","133.3","24000","33.3","25750","43.1"
"20210714","¸¶´Ã","17000","120900","45000","164.7","30000","76.5","22750","33.8"
"20210713","¸¶´Ã","26000","120900","null","0.0","27000","3.8","25200","-3.1"
"20210712","¸¶´Ã","39000","120900","22000","-43.6","null","0.0","18000","-53.8"
"20210710","¸¶´Ã","24000","120900","35000","45.8","30000","25.0","21750","-9.4"
"20210709","¸¶´Ã","23000","120900","88000","282.6","33000","43.5","27500","19.6"
"20210708","¸¶´Ã","23000","120900","54000","134.8","47000","104.3","26750","16.3"
"20210707","¸¶´Ã","24000","120900","60000","150.0","43000","79.2","23000","-4.2"
"20210706","¸¶´Ã","60000","120900","null","0.0","32000","-46.7","24200","-59.7"
"20210705","¸¶´Ã","27000","120900","20000","-25.9","null","0.0","25250","-6.5"
"20210703","¸¶´Ã","24000","120900","48000","100.0","38000","58.3","25250","5.2"
"20210702","¸¶´Ã","30000","120900","59000","96.7","32000","6.7","26250","-12.5"
"20210701","¸¶´Ã","41000","120900","41000","0.0","44000","7.3","31750","-22.6"
"20210630","¸¶´Ã","41000","120900","null","0.0","41000","0.0","24250","-40.9"
"20210629","¸¶´Ã","37000","120900","28000","-24.3","47000","27.0","47600","28.6"
"20210628","¸¶´Ã","33000","120900","38000","15.2","null","0.0","45500","37.9"
"20210626","¸¶´Ã","32000","120900","37000","15.6","35000","9.4","52250","63.3"
"20210625","¸¶´Ã","37000","120900","54000","45.9","28000","-24.3","50500","36.5"
"20210624","¸¶´Ã","23000","120900","34000","47.8","53000","130.4","63500","176.1"
"20210623","¸¶´Ã","26000","120900","null","0.0","48000","84.6","41250","58.7"
"20210622","¸¶´Ã","29000","120900","9000","-69.0","66000","127.6","42400","46.2"
"20210621","¸¶´Ã","48000","120900","46000","-4.2","null","0.0","82250","71.4"
"20210619","¸¶´Ã","14000","120900","9000","-35.7","51000","264.3","55250","294.6"
"20210618","¸¶´Ã","18000","120900","22000","22.2","58000","222.2","59000","227.8"
"20210617","¸¶´Ã","38000","120900","46000","21.1","46000","21.1","53000","39.5"
"20210616","¸¶´Ã","29000","120900","null","0.0","42000","44.8","56500","94.8"
"20210615","¸¶´Ã","42000","120900","31000","-26.2","49000","16.7","43200","2.9"
"20210614","¸¶´Ã","45000","120900","17000","-62.2","null","0.0","60000","33.3"
"20210612","¸¶´Ã","22000","120900","30000","36.4","48000","118.2","65500","197.7"
"20210611","¸¶´Ã","32000","120900","37000","15.6","45000","40.6","75250","135.2"
"20210610","¸¶´Ã","35000","120900","24000","-31.4","71000","102.9","53333","52.4"
"20210609","¸¶´Ã","88000","120900","null","0.0","110000","25.0","81250","-7.7"
"20210608","¸¶´Ã","54000","120900","58000","7.4","103000","90.7","60200","11.5"
"20210607","¸¶´Ã","60000","120900","55000","-8.3","null","0.0","315750","426.3"
"20210605","¸¶´Ã","20000","120900","13000","-35.0","61000","205.0","102750","413.8"
"20210604","¸¶´Ã","52000","120900","43000","-17.3","38000","-26.9","93250","79.3"
"20210603","¸¶´Ã","48000","120900","16000","-66.7","87000","81.3","109500","128.1"
"20210602","¸¶´Ã","59000","120900","null","0.0","73000","23.7","68000","15.3"
"20210601","¸¶´Ã","41000","120900","13000","-68.3","115000","180.5","83200","102.9"
"20210531","¸¶´Ã","48000","120900","-79000","-264.6","null","0.0","84250","75.5"
"20210529","¸¶´Ã","28000","120900","15000","-46.4","98000","250.0","92750","231.3"
"20210528","¸¶´Ã","38000","120900","15000","-60.5","114000","200.0","91750","141.4"
"20210527","¸¶´Ã","39000","120900","40000","2.6","70000","79.5","104000","166.7"
"20210526","¸¶´Ã","37000","120900","40000","8.1","117000","216.2","66500","79.7"
"20210525","¸¶´Ã","54000","120900","null","0.0","189000","250.0","87000","61.1"
"20210524","¸¶´Ã","34000","120900","17000","-50.0","null","0.0","71000","108.8"
"20210522","¸¶´Ã","9000","120900","15000","66.7","125000","1288.9","69750","675.0"
"20210521","¸¶´Ã","46000","120900","12000","-73.9","89000","93.5","57750","25.5"
"20210520","¸¶´Ã","40000","120900","45000","12.5","87000","117.5","50000","25.0"
"20210519","¸¶´Ã","9000","120900","21000","133.3","41000","355.6","34000","277.8"
"20210518","¸¶´Ã","22000","120900","null","0.0","68000","209.1","55800","153.6"
"20210517","¸¶´Ã","46000","120900","14000","-69.6","null","0.0","41250","-10.3"
"20210515","¸¶´Ã","31000","120900","43000","38.7","61000","96.8","46750","50.8"
"20210514","¸¶´Ã","17000","120900","13000","-23.5","53000","211.8","46750","175.0"
"20210513","¸¶´Ã","20000","120900","15000","-25.0","61000","205.0","45000","125.0"
"20210512","¸¶´Ã","30000","120900","22000","-26.7","56000","86.7","32500","8.3"
"20210511","¸¶´Ã","37000","120900","null","0.0","104000","181.1","41400","11.9"
"20210510","¸¶´Ã","24000","120900","19000","-20.8","null","0.0","26500","10.4"
"20210508","¸¶´Ã","58000","120900","16000","-72.4","30000","-48.3","27250","-53.0"
"20210507","¸¶´Ã","55000","120900","31000","-43.6","82000","49.1","45500","-17.3"
"20210506","¸¶´Ã","23000","120900","27000","17.4","30000","30.4","25500","10.9"
"20210505","¸¶´Ã","13000","120900","21000","61.5","52000","300.0","47750","267.3"
"20210504","¸¶´Ã","43000","120900","null","0.0","86000","100.0","33200","-22.8"
"20210503","¸¶´Ã","16000","120900","22000","37.5","null","0.0","18750","17.2"
"20210501","¸¶´Ã","13000","120900","21000","61.5","100000","669.2","62000","376.9"
"20210430","¸¶´Ã","-79000","120900","40000","-150.6","32000","-140.5","24000","-130.4"
"20210429","¸¶´Ã","15000","120900","19000","26.7","51000","240.0","27750","85.0"
"20210428","¸¶´Ã","15000","120900","null","0.0","44000","193.3","22500","50.0"
"20210427","¸¶´Ã","40000","120900","19000","-52.5","68000","70.0","26600","-33.5"
"20210426","¸¶´Ã","40000","120900","22000","-45.0","null","0.0","17500","-56.3"
"20210424","¸¶´Ã","17000","120900","20000","17.6","27000","58.8","23500","38.2"
"20210423","¸¶´Ã","181000","120900","18000","-90.1","29000","-84.0","19750","-89.1"
"20210422","¸¶´Ã","15000","120900","33000","120.0","25000","66.7","20500","36.7"
"20210421","¸¶´Ã","12000","120900","null","0.0","25000","108.3","19250","60.4"
"20210420","¸¶´Ã","45000","120900","16000","-64.4","29000","-35.6","29800","-33.8"
"20210419","¸¶´Ã","21000","120900","21000","0.0","null","0.0","49500","135.7"
"20210417","¸¶´Ã","14000","120900","20000","42.9","28000","100.0","21500","53.6"
"20210416","¸¶´Ã","17000","120900","18000","5.9","27000","58.8","21500","26.5"
"20210415","¸¶´Ã","43000","120900","25000","-41.9","38000","-11.6","23500","-45.3"
"20210414","¸¶´Ã","13000","120900","null","0.0","28000","115.4","37500","188.5"
"20210413","¸¶´Ã","15000","120900","35000","133.3","32000","113.3","23200","54.7"
"20210412","¸¶´Ã","22000","120900","20000","-9.1","32000","45.5","28800","30.9"
"20210410","¸¶´Ã","19000","120900","17000","-10.5","35000","84.2","33750","77.6"
"20210409","¸¶´Ã","16000","120900","16000","0.0","34000","112.5","27500","71.9"
"20210408","¸¶´Ã","16000","120900","19000","18.8","29000","81.3","20250","26.6"
"20210407","¸¶´Ã","31000","120900","null","0.0","31000","0.0","47750","54.0"
"20210406","¸¶´Ã","27000","120900","11000","-59.3","34000","25.9","24400","-9.6"
"20210405","¸¶´Ã","21000","120900","16000","-23.8","null","0.0","18750","-10.7"
"20210403","¸¶´Ã","22000","120900","13000","-40.9","31000","40.9","24000","9.1"
"20210402","¸¶´Ã","18000","120900","13000","-27.8","49000","172.2","29750","65.3"
"20210401","¸¶´Ã","21000","120900","14000","-33.3","43000","104.8","25000","19.0"
"20210331","¸¶´Ã","42000","120900","null","0.0","45000","7.1","76750","82.7"
"20210330","¸¶´Ã","40000","120900","null","0.0","41000","2.5","23200","-42.0"
"20210329","¸¶´Ã","19000","120900","null","0.0","null","0.0","42750","125.0"
"20210327","¸¶´Ã","19000","120900","18000","-5.3","30000","57.9","27750","46.1"
"20210326","¸¶´Ã","22000","120900","21000","-4.5","34000","54.5","27750","26.1"
"20210325","¸¶´Ã","24000","120900","13000","-45.8","36000","50.0","25500","6.3"
"20210324","¸¶´Ã","20000","120900","13000","-35.0","44000","120.0","44750","123.8"
"20210323","¸¶´Ã","18000","120900","14000","-22.2","40000","122.2","27000","50.0"
"20210322","¸¶´Ã","33000","120900","30000","-9.1","null","0.0","20750","-37.1"
"20210320","¸¶´Ã","16000","120900","13000","-18.8","37000","131.3","24750","54.7"
"20210319","¸¶´Ã","21000","120900","13000","-38.1","37000","76.2","23500","11.9"
"20210318","¸¶´Ã","12000","120900","13000","8.3","34000","183.3","23500","95.8"
"20210317","¸¶´Ã","20000","120900","8000","-60.0","34000","70.0","43500","117.5"
"20210316","¸¶´Ã","18000","120900","14000","-22.2","34000","88.9","19200","6.7"
"20210315","¸¶´Ã","25000","120900","18000","-28.0","null","0.0","38250","53.0"
"20210313","¸¶´Ã","35000","120900","null","0.0","32000","-8.6","24000","-31.4"
"20210312","¸¶´Ã","20000","120900","null","0.0","31000","55.0","22500","12.5"
"20210311","¸¶´Ã","18000","120900","5000","-72.2","27000","50.0","19250","6.9"
"20210310","¸¶´Ã","17000","120900","31000","82.4","35000","105.9","22250","30.9"
"20210309","¸¶´Ã","16000","120900","21000","31.3","33000","106.3","27400","71.3"
"20210308","¸¶´Ã","19000","120900","23000","21.1","null","0.0","20000","5.3"
"20210306","¸¶´Ã","11000","120900","14000","27.3","29000","163.6","19000","72.7"
"20210305","¸¶´Ã","16000","120900","14000","-12.5","26000","62.5","25000","56.3"
"20210304","¸¶´Ã","30000","120900","16000","-46.7","27000","-10.0","17250","-42.5"
"20210303","¸¶´Ã","13000","120900","14000","7.7","39000","200.0","25000","92.3"
"20210302","¸¶´Ã","13000","120900","19000","46.2","27000","107.7","19200","47.7"
"20210301","¸¶´Ã","14000","120900","37000","164.3","null","0.0","14000","0.0"
"20210227","¸¶´Ã","18000","120900","21000","16.7","22000","22.2","16600","-7.8"
"20210226","¸¶´Ã","21000","120900","23000","9.5","22000","4.8","57500","173.8"
"20210225","¸¶´Ã","13000","120900","19000","46.2","43000","230.8","47500","265.4"
"20210224","¸¶´Ã","13000","120900","null","0.0","32000","146.2","18250","40.4"
"20210223","¸¶´Ã","14000","120900","18000","28.6","null","0.0","14000","0.0"
"20210222","¸¶´Ã","30000","120900","22000","-26.7","24000","-20.0","16800","-44.0"
"20210220","¸¶´Ã","13000","120900","26000","100.0","20000","53.8","13400","3.1"
"20210219","¸¶´Ã","13000","120900","15000","15.4","18000","38.5","16500","26.9"
"20210218","¸¶´Ã","13000","120900","26000","100.0","24000","84.6","31500","142.3"
"20210217","¸¶´Ã","8000","120900","null","0.0","42000","425.0","26667","233.3"
"20210216","¸¶´Ã","14000","120900","17000","21.4","null","0.0","68667","390.5"
"20210215","¸¶´Ã","18000","120900","15000","-16.7","16000","-11.1","30600","70.0"
"20210211","¸¶´Ã","5000","120900","17000","240.0","23000","360.0","44750","795.0"
"20210210","¸¶´Ã","31000","120900","null","0.0","21000","-32.3","16667","-46.2"
"20210209","¸¶´Ã","21000","120900","13000","-38.1","null","0.0","49667","136.5"
"20210208","¸¶´Ã","23000","120900","14000","-39.1","16000","-30.4","22000","-4.3"
"20210206","¸¶´Ã","14000","120900","15000","7.1","19000","35.7","27500","96.4"
"20210205","¸¶´Ã","14000","120900","17000","21.4","21000","50.0","18667","33.3"
"20210204","¸¶´Ã","16000","120900","24000","50.0","20000","25.0","17000","6.3"
"20210203","¸¶´Ã","14000","120900","null","0.0","22000","57.1","16500","17.9"
"20210202","¸¶´Ã","19000","120900","null","0.0","null","0.0","24500","28.9"
"20210201","¸¶´Ã","37000","120900","null","0.0","15000","-59.5","15500","-58.1"
"20210130","¸¶´Ã","24000","120900","22000","-8.3","16000","-33.3","16250","-32.3"
"20210129","¸¶´Ã","24000","120900","22000","-8.3","14000","-41.7","17250","-28.1"
"20210128","¸¶´Ã","21000","120900","18000","-14.3","19000","-9.5","40333","92.1"
"20210127","¸¶´Ã","21000","120900","null","0.0","null","0.0","6500","-69.0"
"20210126","¸¶´Ã","23000","120900","15000","-34.8","null","0.0","16250","-29.3"
"20210125","¸¶´Ã","19000","120900","17000","-10.5","null","0.0","16750","-11.8"
"20210123","¸¶´Ã","18000","120900","13000","-27.8","33000","83.3","20000","11.1"
"20210122","¸¶´Ã","22000","120900","15000","-31.8","30000","36.4","21000","-4.5"
"20210121","¸¶´Ã","17000","120900","18000","5.9","21000","23.5","39250","130.9"
"20210120","¸¶´Ã","26000","120900","null","0.0","25000","-3.8","21500","-17.3"
"20210119","¸¶´Ã","15000","120900","4000","-73.3","null","0.0","19500","30.0"
"20210118","¸¶´Ã","26000","120900","7000","-73.1","21000","-19.2","16200","-37.7"
"20210116","¸¶´Ã","17000","120900","2000","-88.2","24000","41.2","30000","76.5"
"20210115","¸¶´Ã","15000","120900","11000","-26.7","30000","100.0","19750","31.7"
"20210114","¸¶´Ã","16000","120900","3000","-81.3","20000","25.0","23250","45.3"
"20210113","¸¶´Ã","18000","120900","null","0.0","27000","50.0","14250","-20.8"
"20210112","¸¶´Ã","15000","120900","18000","20.0","null","0.0","23750","58.3"
"20210111","¸¶´Ã","17000","120900","15000","-11.8","null","0.0","19000","11.8"
"20210109","¸¶´Ã","13000","120900","17000","30.8","18000","38.5","16600","27.7"
"20210108","¸¶´Ã","14000","120900","11000","-21.4","14000","0.0","14250","1.8"
"20210107","¸¶´Ã","14000","120900","24000","71.4","25000","78.6","23750","69.6"
"20210106","¸¶´Ã","15000","120900","null","0.0","25000","66.7","14500","-3.3"
"20210105","¸¶´Ã","17000","120900","18000","5.9","null","0.0","27250","60.3"
"20210104","¸¶´Ã","24000","120900","17000","-29.2","19000","-20.8","16200","-32.5"
"20201231","¸¶´Ã","45000","120900","52000","15.6","24000","-46.7","19500","-56.7"
"20201230","¸¶´Ã","22000","120900","52000","136.4","25000","13.6","46250","110.2"
"20201229","¸¶´Ã","22000","120900","null","0.0","null","0.0","59500","170.5"
"20201228","¸¶´Ã","18000","120900","54000","200.0","17000","-5.6","31600","75.6"
"20201226","¸¶´Ã","15000","120900","38000","153.3","26000","73.3","19200","28.0"
"20201225","¸¶´Ã","17000","120900","32000","88.2","24000","41.2","18750","10.3"
"20201224","¸¶´Ã","17000","120900","17000","0.0","18000","5.9","17500","2.9"
"20201223","¸¶´Ã","13000","120900","29000","123.1","18000","38.5","14750","13.5"
"20201222","¸¶´Ã","15000","120900","null","0.0","null","0.0","16250","8.3"
"20201221","¸¶´Ã","18000","120900","25000","38.9","17000","-5.6","37600","108.9"
"20201219","¸¶´Ã","4000","120900","37000","825.0","17000","325.0","21600","440.0"
"20201218","¸¶´Ã","7000","120900","25000","257.1","15000","114.3","18500","164.3"
"20201217","¸¶´Ã","6000","120900","20000","233.3","17000","183.3","15250","154.2"
"20201216","¸¶´Ã","2000","120900","33000","1550.0","20000","900.0","13500","575.0"
"20201215","¸¶´Ã","11000","120900","null","0.0","null","0.0","14250","29.5"
"20201214","¸¶´Ã","3000","120900","50000","1566.7","18000","500.0","13400","346.7"
"20201212","¸¶´Ã","18000","120900","33000","83.3","20000","11.1","17800","-1.1"
"20201211","¸¶´Ã","15000","120900","25000","66.7","20000","33.3","17500","16.7"
"20201210","¸¶´Ã","14000","120900","26000","85.7","34000","142.9","17000","21.4"
"20201209","¸¶´Ã","17000","120900","25000","47.1","null","0.0","12667","-25.5"
"20201208","¸¶´Ã","11000","120900","null","0.0","45000","309.1","19200","74.5"
"20201207","¸¶´Ã","24000","120900","25000","4.2","17000","-29.2","15800","-34.2"
"20201205","¸¶´Ã","18000","120900","33000","83.3","18000","0.0","16400","-8.9"
"20201204","¸¶´Ã","17000","120900","14000","-17.6","16000","-5.9","15250","-10.3"
"20201203","¸¶´Ã","23000","120900","17000","-26.1","23000","0.0","28500","23.9"
"20201202","¸¶´Ã","15000","120900","20000","33.3","22000","46.7","15250","1.7"
"20201201","¸¶´Ã","17000","120900","null","0.0","null","0.0","17250","1.5"
"20201130","¸¶´Ã","52000","120900","29000","-44.2","21000","-59.6","37600","-27.7"
"20201128","¸¶´Ã","54000","120900","23000","-57.4","17000","-68.5","30400","-43.7"
"20201127","¸¶´Ã","22000","120900","25000","13.6","71000","222.7","36000","63.6"
"20201126","¸¶´Ã","38000","120900","18000","-52.6","32000","-15.8","30750","-19.1"
"20201125","¸¶´Ã","32000","120900","null","0.0","39000","21.9","23250","-27.3"
"20201124","¸¶´Ã","17000","120900","23000","35.3","null","0.0","22250","30.9"
"20201123","¸¶´Ã","29000","120900","20000","-31.0","25000","-13.8","31600","9.0"
"20201121","¸¶´Ã","25000","120900","15000","-40.0","30000","20.0","27600","10.4"
"20201120","¸¶´Ã","35000","120900","20000","-42.9","25000","-28.6","22750","-35.0"
"20201119","¸¶´Ã","37000","120900","20000","-45.9","22000","-40.5","32000","-13.5"
"20201118","¸¶´Ã","25000","120900","null","0.0","39000","56.0","23500","-6.0"
"20201117","¸¶´Ã","20000","120900","15000","-25.0","null","0.0","20250","1.3"
"20201116","¸¶´Ã","33000","120900","18000","-45.5","36000","9.1","27800","-15.8"
"20201114","¸¶´Ã","50000","120900","17000","-66.0","64000","28.0","31600","-36.8"
"20201113","¸¶´Ã","34000","120900","20000","-41.2","52000","52.9","29500","-13.2"
"20201112","¸¶´Ã","33000","120900","19000","-42.4","58000","75.8","51000","54.5"
"20201111","¸¶´Ã","25000","120900","null","0.0","38000","52.0","24250","-3.0"
"20201110","¸¶´Ã","26000","120900","30000","15.4","null","0.0","16000","-38.5"
"20201109","¸¶´Ã","25000","120900","14000","-44.0","31000","24.0","25000","0.0"
"20201107","¸¶´Ã","25000","120900","18000","-28.0","24000","-4.0","21000","-16.0"
"20201106","¸¶´Ã","24000","120900","20000","-16.7","41000","70.8","34250","42.7"
"20201105","¸¶´Ã","33000","120900","11000","-66.7","21000","-36.4","27500","-16.7"
"20201104","¸¶´Ã","14000","120900","null","0.0","25000","78.6","17750","26.8"
"20201103","¸¶´Ã","17000","120900","null","0.0","null","0.0","23750","39.7"
"20201102","¸¶´Ã","20000","120900","null","0.0","22000","10.0","26000","30.0"
"20201031","¸¶´Ã","34000","120900","13000","-61.8","24000","-29.4","18000","-47.1"
"20201030","¸¶´Ã","29000","120900","13000","-55.2","31000","6.9","20500","-29.3"
"20201029","¸¶´Ã","23000","120900","54000","134.8","23000","0.0","30750","33.7"
"20201028","¸¶´Ã","23000","120900","38000","65.2","26000","13.0","15250","-33.7"
"20201027","¸¶´Ã","25000","120900","null","0.0","null","0.0","19000","-24.0"
"20201026","¸¶´Ã","18000","120900","56000","211.1","23000","27.8","16000","-11.1"
"20201024","¸¶´Ã","23000","120900","27000","17.4","21000","-8.7","19600","-14.8"
"20201023","¸¶´Ã","20000","120900","20000","0.0","26000","30.0","24500","22.5"
"20201022","¸¶´Ã","39000","120900","20000","-48.7","21000","-46.2","17500","-55.1"
"20201021","¸¶´Ã","15000","120900","28000","86.7","33000","120.0","15500","3.3"
"20201020","¸¶´Ã","20000","120900","null","0.0","null","0.0","11500","-42.5"
"20201019","¸¶´Ã","20000","120900","23000","15.0","22000","10.0","22200","11.0"
"20201017","¸¶´Ã","15000","120900","22000","46.7","19000","26.7","15000","0.0"
"20201016","¸¶´Ã","18000","120900","27000","50.0","19000","5.6","22250","23.6"
"20201015","¸¶´Ã","26000","120900","21000","-19.2","29000","11.5","16750","-35.6"
"20201014","¸¶´Ã","17000","120900","21000","23.5","20000","17.6","15000","-11.8"
"20201013","¸¶´Ã","20000","120900","null","0.0","null","0.0","27000","35.0"
"20201012","¸¶´Ã","19000","120900","25000","31.6","21000","10.5","17400","-8.4"
"20201010","¸¶´Ã","30000","120900","15000","-50.0","21000","-30.0","16800","-44.0"
"20201009","¸¶´Ã","14000","120900","12000","-14.3","17000","21.4","18500","32.1"
"20201008","¸¶´Ã","21000","120900","24000","14.3","21000","0.0","13500","-35.7"
"20201007","¸¶´Ã","18000","120900","17000","-5.6","47000","161.1","18000","0.0"
"20201006","¸¶´Ã","20000","120900","null","0.0","null","0.0","13667","-31.7"
"20201005","¸¶´Ã","11000","120900","13000","18.2","17000","54.5","15000","36.4"
"20200930","¸¶´Ã","13000","120900","null","0.0","37000","184.6","52500","303.8"
"20200929","¸¶´Ã","54000","120900","24000","-55.6","null","0.0","12333","-77.2"
"20200928","¸¶´Ã","38000","120900","11000","-71.1","16000","-57.9","25750","-32.2"
"20200926","¸¶´Ã","56000","120900","18000","-67.9","48000","-14.3","32333","-42.3"
"20200925","¸¶´Ã","20000","120900","101000","405.0","40000","100.0","34333","71.7"
"20200924","¸¶´Ã","27000","120900","130000","381.5","16000","-40.7","17667","-34.6"
"20200923","¸¶´Ã","20000","120900","null","0.0","20000","0.0","15250","-23.8"
"20200922","¸¶´Ã","20000","120900","13000","-35.0","null","0.0","12750","-36.3"
"20200921","¸¶´Ã","28000","120900","13000","-53.6","15000","-46.4","16400","-41.4"
"20200919","¸¶´Ã","23000","120900","11000","-52.2","20000","-13.0","16800","-27.0"
"20200918","¸¶´Ã","32000","120900","13000","-59.4","28000","-12.5","34250","7.0"
"20200917","¸¶´Ã","22000","120900","22000","0.0","17000","-22.7","17000","-22.7"
"20200916","¸¶´Ã","27000","120900","null","0.0","12000","-55.6","11000","-59.3"
"20200915","¸¶´Ã","21000","120900","12000","-42.9","null","0.0","16333","-22.2"
"20200914","¸¶´Ã","21000","120900","20000","-4.8","null","0.0","15750","-25.0"
"20200912","¸¶´Ã","25000","120900","41000","64.0","111000","344.0","34200","36.8"
"20200911","¸¶´Ã","29000","120900","26000","-10.3","25000","-13.8","18500","-36.2"
"20200910","¸¶´Ã","15000","120900","21000","40.0","24000","60.0","16250","8.3"
"20200909","¸¶´Ã","12000","120900","null","0.0","25000","108.3","15250","27.1"
"20200908","¸¶´Ã","24000","120900","19000","-20.8","null","0.0","14500","-39.6"
"20200907","¸¶´Ã","17000","120900","28000","64.7","24000","41.2","15800","-7.1"
"20200905","¸¶´Ã","13000","120900","14000","7.7","21000","61.5","21000","61.5"
"20200904","¸¶´Ã","19000","120900","18000","-5.3","23000","21.1","14500","-23.7"
"20200903","¸¶´Ã","13000","120900","16000","23.1","22000","69.2","15500","19.2"
"20200902","¸¶´Ã","17000","120900","null","0.0","23000","35.3","14500","-14.7"
"20200901","¸¶´Ã","15000","120900","null","0.0","null","0.0","16250","8.3"
"20200831","¸¶´Ã","27000","120900","21000","-22.2","25000","-7.4","16400","-39.3"
"20200829","¸¶´Ã","24000","120900","17000","-29.2","24000","0.0","15200","-36.7"
"20200828","¸¶´Ã","11000","120900","21000","90.9","16000","45.5","13000","18.2"
"20200827","¸¶´Ã","32000","120900","21000","-34.4","25000","-21.9","16250","-49.2"
"20200826","¸¶´Ã","18000","120900","null","0.0","34000","88.9","16500","-8.3"
"20200825","¸¶´Ã","101000","120900","11000","-89.1","null","0.0","11250","-88.9"
"20200824","¸¶´Ã","130000","120900","11000","-91.5","16000","-87.7","15000","-88.5"
"20200822","¸¶´Ã","13000","120900","23000","76.9","24000","84.6","14400","10.8"
"20200821","¸¶´Ã","13000","120900","19000","46.2","25000","92.3","18000","38.5"
"20200820","¸¶´Ã","11000","120900","20000","81.8","45000","309.1","21000","90.9"
"20200819","¸¶´Ã","11000","120900","null","0.0","25000","127.3","14500","31.8"
"20200818","¸¶´Ã","13000","120900","22000","69.2","null","0.0","12500","-3.8"
"20200817","¸¶´Ã","22000","120900","28000","27.3","18000","-18.2","13200","-40.0"
"20200815","¸¶´Ã","12000","120900","24000","100.0","16000","33.3","13200","10.0"
"20200814","¸¶´Ã","20000","120900","30000","50.0","16000","-20.0","13000","-35.0"
"20200813","¸¶´Ã","25000","120900","27000","8.0","16000","-36.0","14333","-42.7"
"20200812","¸¶´Ã","41000","120900","null","0.0","27000","-34.1","13750","-66.5"
"20200811","¸¶´Ã","26000","120900","26000","0.0","null","0.0","11750","-54.8"
"20200810","¸¶´Ã","21000","120900","30000","42.9","17000","-19.0","13600","-35.2"
"20200808","¸¶´Ã","19000","120900","47000","147.4","null","0.0","9500","-50.0"
"20200807","¸¶´Ã","28000","120900","43000","53.6","62000","121.4","25500","-8.9"
"20200806","¸¶´Ã","14000","120900","32000","128.6","25000","78.6","15333","9.5"
"20200805","¸¶´Ã","14000","120900","null","0.0","18000","28.6","13000","-7.1"
"20200804","¸¶´Ã","18000","120900","37000","105.6","null","0.0","10667","-40.7"
